PROJECT_ID,RISK_ID,RISK_TREATMENT_ID,RISKOWNERDISCIPLINEID,RISKTREATMENTTYPEID,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
4072,44,1,21,4,Low risk item therefore not quantified.,0,0,0,0,0,17-Aug-23
4072,45,1,21,4,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,17-Aug-23
4072,46,1,21,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,17-Aug-23
4072,47,1,21,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,17-Aug-23
4072,48,1,17,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,17-Aug-23
4072,49,1,1,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,17-Aug-23
4072,51,1,17,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,17-Aug-23
4072,52,1,17,4,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,17-Aug-23
4072,55,1,17,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,17-Aug-23
4072,4,1,17,1,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",0,0,0,0,0,15-Aug-23
4071,33,1,15,2,The PDT included revised VTAM request to include additional funding and time to cover uncertainties,50000,180,0,0,0,21-Aug-23
4071,38,1,4,1,The PDT determined that because of the compound flooding zone size and economic analysis of damage impacts that a less costly approach can be taken.  Compound Flooding analysis completed 5/2023,0,0,1,1,0,21-Aug-23
3511,7,1,13,2,Identify multiple scope decision points throughout the study process to allow discussion while considering all components of flooding as part of the formulation strategy.,25000,15,1,0,0,7-Jul-23
3511,20,1,12,2,Include conservative estimates for study cost and schedule.,30000,20,1,0,0,14-Jul-23
3511,21,1,4,2,Tools were tested for compatibility prior tool selection and modeling application phase.,20000,15,1,1,0,14-Jul-23
3511,21,2,4,2, Targeted ATR for FWOP.,25000,40,1,0,0,14-Jul-23
1241,4,1,13,4,"Include contingency in 2023 3x3x3 exception request.
",5000,0,1,0,0,27-Jul-23
3677,40,1,16,2,Complete bat surveys ,30000,0,1,1,0,19-Jul-23
3993,3,1,3,3,The NFS would be able to help us find local materials.,5000,30,1,0,0,20-Jul-23
1241,1,1,13,4,Survey 10-15% of Recommended Plan lands and researched previously conducted surveys.,10000,0,1,0,0,27-Jul-23
1241,1,2,13,4,Survey the entire TSP area during planning to reduce risk to low (would require extensive engagement from real estate to get access to rights of way and expensive ground surveys).,50000,0,1,0,0,27-Jul-23
1241,1,3,13,4,"Survey 50% of the site, Implemented.",5000,0,0,1,0,27-Jul-23
1241,1,4,13,4,"Programmatic Agreement, Implemented.",5000,0,0,1,0,27-Jul-23
1241,2,1,13,1,"Include greater cost contingencies (i.e., use conservative real estate cost estimates for initial planning efforts).",5000,0,1,0,0,27-Jul-23
3911,27,1,9,2,"Risk could be reduced by having a utility coordination meeting with all applicable utility companies.  Good engineering judgment and contingencies can also be used to reduce risk.
",0,0,0,0,0,11-Aug-23
4072,50,1,17,2,See REF 13.,0,0,0,0,0,17-Aug-23
3544,20,1,16,4,We go to court,50000,40,0,0,0,21-Aug-23
3911,10,1,20,4,"If concerns with surveys/data present themselves, seek support with SARA.
",0,0,0,0,0,3-Aug-23
4071,39,1,4,1,"Researched if portions of the bridge survey data for the stream network is being completed by contractor and acquire as portions are collected.  If alternatives near certain bridges are discussed, a closer look into modeling that bridge will be taken.  Because of the shear number of bridges inclusion is not really feasible.  Bridges are not modeled in HEC-RAS for a large potion of the study area.",0,0,1,1,0,21-Aug-23
3911,39,1,18,2,"Define specific work on the RRs ROW early.  Check on any existing agreements the RRs have with the City of San Antonio for O&M purposes in the creeks.  Early detection of instruments required from the RRs in their road ROW.
",0,0,0,0,0,14-Aug-23
4071,41,1,4,4,"Determined this is not a risk.  Included for purposes of documentation.  If possible, support a parish wide warning system.",0,0,1,1,0,21-Aug-23
4071,42,1,4,4,"Determined this is not a risk, but is a concern of the Parish.  ",0,0,1,1,0,21-Aug-23
4012,3,1,15,4,Accepting the risk that water needs will need to be identified as part of the study. ,0,0,1,0,0,22-Aug-23
2625,3,1,13,4,"Through an open and transparent communications process varying opinions were identified and discussed and generally participants came to agreement on the problems, needs, and opportunities identified. No issues of stakeholder or public dispute over the identification of problems, needs, and opportunities have arisen and generally consensus on these was achieved.",0,0,1,1,0,21-Aug-23
2625,4,1,17,4,"Information gathering was completed and determined adequate to describe the existing conditions. This will be further refined if additional information becomes available during the Recommendations Milestone. 
Additionally, the primary focus of the study is the State of Kansas based on the locations with a high probability of a problem occurring and a high consequence if they occur. Areas in Nebraska and Colorado were described as well but are not the focus.  
",0,0,1,1,0,21-Aug-23
2625,6,1,17,4,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. While some differences of priorities were noted a watershed study is broad in its approach which allows more flexibility in developing recommendations to meet a broader set of needs.",0,0,1,1,0,21-Aug-23
2625,7,1,17,3,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. While some differences of priorities were noted a watershed study is broad in its approach which allows more flexibility in developing recommendations to meet a broader set of needs.",0,0,1,1,0,21-Aug-23
2625,8,1,13,3,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups.
Using completed existing condition information and future without project conditions an initial screening was conducted to allow refinement of the initial measures and strategies identified. These will continue to be refined during the Recommendation Milestone. 
",0,0,1,1,0,21-Aug-23
2625,11,1,17,2,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. The risk assessment and uncertainty evaluation refined and identified any additional differences of priorities. This process was also useful in allowing more flexibility in developing recommendations to meet a broader set of needs with recommendations to address low priority issues over time when funding is available. ",0,0,1,1,0,21-Aug-23
2625,10,1,17,3,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. A risk assessment and uncertainty evaluation was also conducted holding individual focus meeting around the primary issues identified in the basin. This resulted in a framework to inform prioritization of draft recommendations. ",0,0,1,1,0,21-Aug-23
4111,4,1,17,4,"Frequent communication with sponsor to understand Sponsor's time to begin design or construction work
",1,1,0,0,0,23-Aug-23
3511,16,1,13,2,Developing executive team to oversee all and pull together document.  Use of DQC throughout study. Allow for reasonable DQC time.,130000,45,1,0,0,10-Jul-23
3913,2,1,16,1,Risk will be managed through normal coordination with  environmental resource agencies.,10000,90,1,0,0,7-Jun-23
3677,39,1,21,1,"Minimize weather impacts by completing construction activities before the historical data shows weather consistently worsening, say 31 OCT. ",75000,5,1,0,0,18-Jul-23
3511,17,1,4,2,Reduce the amount of model runs needed. Establish a data management system  captured in the PMP. Assumed 5% of EN-WH & EN-WM.,50000,20,1,0,0,10-Jul-23
4072,3,1,17,4,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,15-Aug-23
4051,9,1,17,1,"Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement to 
",1,1,0,0,0,9-Aug-23
3911,26,1,9,2,Risk could be reduced by having a utility coordination meeting with all applicable utility companies.  Good engineering judgment and contingencies can also be used to reduce risk.,0,0,0,0,0,11-Aug-23
4072,19,1,18,4,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,15-Aug-23
2969,13,1,16,4,PDEC will work with agencies to gain information on this issue and incorporate BMP's into alternatives,0,0,0,0,0,17-Jul-23
1241,11,1,13,4,Cost of post-treatment for recovered water.,50000,0,0,0,0,31-Jul-23
2969,22,1,18,4,"PDT will proceed with creating two economic assessments for the TSP, one with admin only costs and one with LERRDs while OC and RE discuss. Continuation of plan formulation and potential for justified project.",0,0,0,0,0,17-Jul-23
1664,2,1,18,1,Request approval from HQ of additional non-standard estates. WERP has already received approval of 14 non-standard estates.,5000,30,1,0,0,24-Jul-23
3993,4,1,16,2,Low impact but unavoidable.,0,0,0,0,0,24-Jul-23
1664,4,1,13,4,"Compressed/concurrent reviews of Draft AND Final PIR/EIS. Weekly check in with SES and Leaders from SAD, SAJ, SFWMD, FDEP and PDT to track progress and make ""real time"" decisions. ",10000,0,1,1,0,24-Jul-23
1664,5,1,13,1,Refine Alt HNF to reduce/eliminate off-site RE effects. ,20000,30,1,0,0,24-Jul-23
1664,6,1,13,1,Team prepares memo that describes technical details and assumptions that went into sizing the WERP STAs and decisions that were made regarding the joint STA footprint (Woodley Memo). ,50000,180,1,1,0,24-Jul-23
1664,6,2,13,1,"HQ Direction is to maintain schedule to make WRDA 24, prepare Draft PIR/EIS with existing assumption; resolution of cost sharing will continue to be pursued.",5000,0,1,0,0,24-Jul-23
1664,7,1,13,1,"Coordination is occurring with stakeholders to communicate the intent and benefits of the project. Continue with conservative real estate cost estimate to reduce likelihood of change during PED.
",5000,0,1,0,0,24-Jul-23
4072,20,1,3,4,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,15-Aug-23
4072,21,1,1,4,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,15-Aug-23
1241,11,2,13,1,ASR phased implementation approach.,5000,0,0,0,0,31-Jul-23
2969,6,1,13,4,Continued coordination with the non-Federal sponsor to commit to adding parking and access as needed if a beach stabilization alternative is carried forward. The study will continue as planned with the team modeling the entire coastline to determine FWOP damages. The team will continue screening the project area after this point and remove any areas where there is not likely to be economic justification. The non-Federal sponsor is committed to providing a memo indicating their commitment to updating parking and access if a beach stabilization alternative is to be carried forward prior to the AMM (5AUG2021),0,0,1,1,0,31-Jul-23
4072,22,1,19,2,ref. 83,1320000,0,0,0,0,15-Aug-23
4071,10,1,13,4,"Project schedule and milestones have potential for delay; however, the impacts are considered minimal.  Maintain open communication between  PDT and PCX to ensure proper analyses are completed.",0,30,0,0,0,16-Aug-23
2625,5,1,17,4,"Information gathering, evaluation/modeling was conducted to describe the future without project conditions. This will be further added to and refined during the Recommendations Milestone.
Models used will be approved or reviewed for use as needed. 
An approach/methodology was vetted through multiple study team members including the Vertical Team. The approach generated valuable information that helped inform and compare strategies and identified need information for recommendations. 
",0,0,1,1,0,21-Aug-23
4071,8,1,13,4,"Maintain open communication between PM, Study Manager, Tech Lead, PDT, and VT to ensure project stays within scope and is aware of new guidance",0,0,0,0,0,16-Aug-23
4071,9,1,13,4,"Maintain open communication between  PDT, sponsor, and stakeholders to ensure project remains within scope.",0,0,0,0,0,16-Aug-23
4071,12,1,2,4,Coordinate with PDT on a regular basis for alternatives analysis and feasibility level design to ensure costs can be well informed.,0,0,0,0,0,16-Aug-23
4071,3,1,17,2,"Risk is being mitigated through maintaining open communication between PM, Study Manager, Tech Lead, and PDT to ensure project stays within scope.",0,0,0,1,0,16-Aug-23
4071,5,1,17,2,"Reduce risk through training opportunities such PDT workshops in an effort to keep the team all on the same page.  Maintained open communication between PM, Study Manager, Tech Lead, and Resource providers to ensure appropriate senior staff is supporting newer team members",0,30,0,1,0,16-Aug-23
2625,9,1,17,4,A successful Shared Vision Milestone was conducted and concurrence was received on the decision points discussed and that there was a Federal interest in continuing the watershed study.,0,0,1,1,0,21-Aug-23
2625,2,1,17,4,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. While some differences of priorities were noted a watershed study is broad in its approach which allows more flexibility in developing recommendations to meet a broader set of needs. No issues of public dispute over the goals and objectives of the Watershed Study have arisen.",0,0,1,1,0,21-Aug-23
2625,12,1,17,2,"Through an open and transparent communications process that has occurred periodically throughout the shared vision and recommendations milestones additional ideas were discussed and refined and generally participants came to agreement on the problems, needs, and opportunities. ",0,0,1,1,0,21-Aug-23
4111,6,1,17,4,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,1,1,0,0,0,23-Aug-23
4111,7,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change,1,1,0,0,0,23-Aug-23
2969,9,1,13,4,2021-06-01 There are at least three proven borrow areas within the project vicinity with three potential borrow areas. Some of these areas have been used recently for sand placement and have NEPA documentation and geotechnical information. The county has completed all NEPA requirements and has a BOEM lease for borrow sites N-3 and SJ-3. the Team will consider additional borrow sources including the St. Augustine Inlet complex and other approved/potential offshore borrow areas.,0,0,1,1,0,1-Aug-23
4071,25,1,16,2,"The project team does not have a lot of examples to work from in regards to scoping to meet the intent of recent EJ guidance. More intentional inclusion of  previously underrepresented groups  will require different strategies and needs to be flexible to meet the needs of the communities. As a result there is more uncertainty in the total level of engagement that will be needed to keep groups connected with project updates and opportunities for feedback. Effective outreach with underserved populations would likely be critical to understanding what types of ""other social effects"" need to be documented and evaluated (especially factors that may be apparent through other means of data gathering in the study area) related to the various considered  measures that are developed .Continue to explore multiple strategies for including underrepresented groups into the planning process.",50000,0,0,0,0,21-Aug-23
3511,19,1,18,2,"Account for complex real estate issues, including potential need of non-standard estates, and develop a dense urban setting criteria for screening.",50000,30,1,0,0,12-Jul-23
4072,23,1,21,2,"For Medium & High Risk Items, the team needs to identify suggested risk reduction measures...Avoid, Escalate, Exploit, Transfer/Share, Mitigate/Enhance, or Accept.",65000,0,0,0,0,17-Aug-23
4071,27,1,16,4,"Likely will affect alternative selection, particularly in determining which alternatives would have significant impacts and what the appropriate level of mitigation that would be required.  Continue coordation with USFWS to ensure they are kept up to date on the study and are able to provide necessary information in a timely fashion.",80000,180,0,0,0,21-Aug-23
4012,4,1,13,2,The PDT will attempt to mitigate the risk through early and often communication with SWPA. ,20000,10,0,1,0,22-Aug-23
4112,3,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,1,1,0,0,0,23-Aug-23
4112,6,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement,1,1,0,0,0,23-Aug-23
2847,1,1,13,1,"Modeling and simulation will include evaluation of the project against a wet year, a dry year, and an average year in order to predict climate change impacts as precisely as possible. ",5000,0,0,0,0,23-Aug-23
2847,7,1,13,4,"Use flow from RSM models to estimate conditions in the areas not covered by BBSM.
",0,0,0,0,0,24-Aug-23
2847,7,2,13,4,Expansion of BBSM to include inland migration and areas not already covered. Not recommended.,0,0,0,0,0,24-Aug-23
2847,2,1,13,1,"Find results of curtain wall study and SFWMD governing board decision on whether this structure has been approved for construction. Delay decision for a few months to allow for increased consultation between USACE and SFWMD.
",10000,30,0,0,0,23-Aug-23
2847,2,2,13,4,"As of December 2020, SFWMD Governing Board approves 2.3 miles of seepage wall by 8.5 sq mile area. 
",0,0,0,0,0,23-Aug-23
2847,2,3,13,1,"As of April 2022, CEPP New Water Validation Report that would approve additional 5 miles of seepage wall is pending approval.",10000,0,0,0,0,23-Aug-23
2847,3,1,13,1,"Hold a workshop with SFWMD and USACE to forecast reasonable modifications to C&SF project to respond to SLC., A Section 216 restudy has been proposed. Wait for recommendations from this future study.",10000,30,0,0,0,23-Aug-23
2847,3,2,13,1,Re-baseline FWOP.,5000,15,0,0,0,23-Aug-23
2847,4,1,13,1,"Use model emulator to run final alternatives on multiple SLR scenarios quickly. Display and emphasize that benefits are occurring throughout much of the period of analysis. Create narrative of freshwater benefits through time, not just at endpoint. ",5000,0,0,0,0,23-Aug-23
2847,4,2,13,1,"The SLC strategy includes formulation to the USACE Intermediate Sea Level Change Curve and the NOAA 2020 trend at Vaca Key, FL. This is 1.82 ft, or 1.0 ft NAVD88. The team will run the USACE high curve on the pre-TSP array of alternatives later in the formulation process to see how these later alternatives perform at a higher rate of SLC. The team will do a qualitative analysis of SLC on all three USACE curves to year 2130 (100-years post construction).",5000,0,0,0,0,23-Aug-23
2847,7,3,13,4,Include use of a third model (BISECT) to fill in future salinity as the shoreline moves inland with sea level rise.,10000,30,0,0,0,24-Aug-23
4111,5,2,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,1,1,0,0,0,23-Aug-23
2065,1,1,13,1,"Make assumptions regarding extent of seagrasses, potential direct and indirect impacts, potential mitigation needs, and document in NEPA document.",0,0,0,0,0,24-Aug-23
2065,1,2,13,1,Calculate range of potential mitigation costs and note that a full SG survey would be performed during PED in support of FDEP permit.,10000,30,0,0,0,24-Aug-23
2065,1,3,13,1,"Placeholder range within NEPA document: Calculate potential impact/mitigation needed by identifying project footprint for direct impacts and identifying water depths to understand whether appropriate to support seagrass and assume 100% coverage in those areas.
",5000,30,0,0,0,24-Aug-23
2065,1,4,13,1,"Seagrass surveys are proposed in the 3x3x3 Waiver. If approved, risk is mitigated associated with under/over estimation and costs.",10000,0,0,0,0,24-Aug-23
2065,2,1,13,1,"Request information from Port on SLC response, coordinate with other port stakeholders for this information.",0,0,0,0,0,24-Aug-23
2065,3,1,13,1,Coordinate early with EPA on any potential modifications to the ODMDS.,10000,0,0,0,0,24-Aug-23
2065,3,2,13,1,Perform any necessary modeling before study completion. ,20000,0,0,0,0,24-Aug-23
2065,3,3,13,1,Recommend expanding ODMMDS to the furthest extent west to reduce project costs and possibly allow direct pumping from dredging operations.,5000,0,0,0,0,24-Aug-23
2065,3,4,13,4,Defer any updates to PED.,0,0,0,0,0,24-Aug-23
2065,5,1,13,1,Continue coordination with FDEP. ,5000,0,0,0,0,25-Aug-23
2065,6,1,13,4,"Sedimentation Barriers/Artificial Reefs, i.e., adopt the minimization measures (construction methodologies that reduce turbidity), thereby creating sedimentation barriers (artificial reefs) with large quarry boulders north and/or south of cut 1 to block bottom hugging sediment stirred up via cutterhead from affecting reef 2 and 3.",20000,0,0,0,0,25-Aug-23
2065,11,1,13,1,"Propose a meeting with Port, PM, PTL in late September to discuss Port's plans.",5000,0,0,0,0,25-Aug-23
4012,5,1,4,4,With information to date it is reasonable to assume that water releases in the future will occur through the turbines. ,1,1,1,1,0,22-Aug-23
4012,1,1,4,4,Accept that the team will need to develop an accurate understanding of Hydropower Operations. ,0,10,0,1,0,24-Aug-23
4153,1,1,17,4,Confirm price needed to award contract is within new funding limit,0,0,0,0,0,6-Sep-23
4012,6,1,12,4,"Accept the risk, since the existing condition of the dam needs to be accurately understood. ",50000,60,1,0,0,12-Sep-23
3431,8,1,15,4,"Tolerate risk and proceed. Structure inventory will be refined prior to evaluating alternatives to select TSP.
",0,0,0,0,0,14-Sep-23
4166,5,1,16,2,"Mitigate - communicate ahead to other agencies.   Provide as complete of documents as possible, even completing documents that the agency normally completes where possible (i.e. USFWS Coordination Report). Tolerate component of risk that is not controllable.  
",0,30,0,0,0,15-Sep-23
4012,13,1,18,4,"As the study progresses, the impact to real estate will be assessed as alternatives are further developed.  ",1,1,0,0,0,10-Oct-23
3831,2,1,13,2,"Seek policy exception; prepare an MOU or MOA with federal agencies; coordinate with federal land owners (Bureau of Recreation, Bureau of Land Management, Bureau of Indian Affairs, US Fish and Wildlife Service) early in the study process.",68000,0,1,0,0,25-May-23
4031,3,1,4,2,"1) Compare alternatives across multiple metrics; 2) Continue developing model with bathymetric data. 3) Continue to account for uncertainties.
",0,0,0,0,0,13-Oct-23
4031,1,1,17,2,"1) Early coordination with CSX if it is determined that the TSP will likely involve the CSX railroad. 
",0,0,0,0,0,13-Oct-23
4031,2,1,16,1,"1) Avoid impacts to endangered species and habitat. 2) Minimize impacts to endangered species and habitat. 3) Mitigate through agency coordination. 4) Potential mussel surveys, relocation, etc.
",0,0,0,0,0,13-Oct-23
4031,4,1,17,1,"1) Formulate alternatives that do not rely on nonstructural measures which cannot be applied to structures that are in fair-poor condition. 2) Prepare the NFS for mandatory buyouts. 3) Evaluation of individual structures
",0,0,0,0,0,13-Oct-23
4031,5,1,17,1,"1) The alternative proposed in the area of the mine does not reduce flood levels, therefore it is likely to be eliminated. 
",0,0,0,0,0,13-Oct-23
4031,6,1,17,1,"1) Avoid HTRW areas. 2) Conduct Phase I HTRW
",0,0,0,0,0,13-Oct-23
4031,8,1,12,2,"Retention - Identify a level of tolerable risk created by different alternatives.
",0,0,0,0,0,13-Oct-23
4031,9,1,12,2,"Retention - Allocate schedule amortization contingency to accommodate.
",0,0,0,0,0,13-Oct-23
3532,2,1,13,2,"Conduct initial sponsor and outreach events, clear communication of project location and scope, tie modeling back into the system plan model, increase the real estate effort due to large private landownership, hold more VT meetings for alignment, and clearly communicate floodway regulations. The team will screen alternatives with modeling to ensure no negative impacts to the opposite bank or upstream and downstream of the study location. Project was scoped with an additional $1.6M cost and 4 month time increase to support risk management of this risk.  An IEPR was also scoped at a cost of $200k (included in the $1.6M figure).",1600000,120,1,1,0,18-Oct-23
3532,5,1,13,2,"Additional alternatives, cost assessments, model runs and iterations are included to address the work involved in developing the locally preferred plan.  More VT meetings are included, as is frequent communication with partners & stakeholders on results.  Consideration is given to the need for a waiver submittal.  Life loss and risk is assessed using an abbreviated SQRA.  New quantitative assessment tools for agricultural benefits are considered through close coordination with System Plan efforts and coordination with the Food and Agricultural Policy Research Institute (FAPRI).  An additional $800k and 3 months was included in the scope to support risk management of this risk. ",800000,90,0,0,0,18-Oct-23
3532,3,1,4,2,"The PDT is undertaking a two-phased hydrologic approach to include in-depth clime change assessments and utilizing a two dimensional HEC-RAS model to better understand how water moves through the project area under differing flood scenarios.  Induced impacts will be assessed within the floodway, and additional survey information will be obtained where needed to ensure that the hydraulic model is producing accurate results.  An additional $1.8M and 14 month time increase is provided in order to support risk management of this risk. ",1800000,425,1,1,0,18-Oct-23
3532,4,1,3,2,"All existing borings and performance data for the project will be reviewed and utilized to the extent practicable. Conservative assumptions will be applied for feasibility level assessment of any alternatives containing levee improvements / construction and cost risk analysis will be applied and utilized in accordance with the identified risk for various measures and plans considered. Those key assumptions are based upon extensive experience at other projects along the Missouri River and include the use of underseepage berms and sand drains at all levee locations and stability berms where levee height exceeds fifteen feet. This effectively transfers the cost of drilling to PED, but does not transfer significant risk of cost overruns due to inadequate site characterization because of the adopted conservative assumptions. This approach has been well coordinated between District and Division geotechnical staff.  An additional $400k and 3 months were added to the study to conduct limited d",400000,90,1,1,0,18-Oct-23
3532,6,1,15,4,PDT required to provide information to vertical chain that supports a waiver to NED plan selection on the basis of comprehensive benefits when no RM alternative achieves a BCR > 1.0.  PDT will provide multiple white papers; prepare for and attend multiple issue resolution calls; and modify feasibility study documentation (main report and appendices) to provide information requested by the vertical team to support a waiver to NED plan selection. Likely to Very Likely probability of occurrence.  That covers 30% to 90% chance of coming to pass.  Cost impact is 60k-100k. + 1.5mo  to schedule,60000,45,1,1,0,18-Oct-23
2065,12,1,13,4,"Continue to work with DDN about exploring deepening, maybe with minimal widening w/ respect to deeper loading of 11K vessels.",10000,0,0,0,0,25-Aug-23
2065,13,1,13,1,Preemptive meeting invite between senior leadership at Port and ACOE to discuss risk ahead of TSP. Possibly discuss 11K TEU no restrictions footprint.,5000,0,0,0,0,25-Aug-23
2065,14,1,13,4,"Use ROM from last deepening.
",5000,0,0,0,0,25-Aug-23
2065,15,1,13,4,Team will continue with using ATHOS and will monitor outcome.,0,0,0,0,0,25-Aug-23
2065,16,1,13,4,"PDT will continue talking to DDN-PCX and others about this new guidance and develop a path forward as appropriate.
",5000,0,0,0,0,25-Aug-23
2065,17,1,13,1,"PTL/PM evaluating how much money is on hand, what environmental contracts can be funded, whether the ESA/Benthic Recon Survey (high ticket items) can move to the right a few months to allow for exception money to clear, and how that will affect overall project schedule. ",5000,21,0,0,0,25-Aug-23
2065,18,1,13,4,"Track study process and bring exception development early.
",5000,0,0,0,0,25-Aug-23
2065,18,2,13,4,Fully develop a 2nd exception that reduces risks and legal challenges.,20000,0,0,0,0,25-Aug-23
4132,1,1,17,4,Frequent communication with Sponsor to promote understanding of next steps of the project,0,22,0,0,0,31-Aug-23
4132,2,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,31-Aug-23
4132,8,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement ,0,0,0,0,0,31-Aug-23
4132,4,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,31-Aug-23
4132,5,1,17,4,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,0,0,0,0,0,31-Aug-23
4132,7,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change,0,0,0,0,0,31-Aug-23
4132,6,1,17,4,"Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting
",0,0,0,0,0,31-Aug-23
2065,19,1,13,1,Determine the % Broward project price jumped. Continue to collaborate with PO team and know when they are going to contracting. Ensure that the price difference between the prediction/actual is recorded so that when another exception is developed that cost can be accounted for.,5000,0,0,0,0,31-Aug-23
2065,19,2,13,4,Keep leadership informed of the risk and possibility of unforeseen cost increases and delays due to survey/labor competition in SFL.,5000,0,0,0,0,31-Aug-23
2065,20,1,13,4,"Fact Sheet is being routed to SAD/HQ, where a final decision will be made to determine if the MOD is viable.  A meeting will be held to discuss the viability where tasks will be determined. Specifically determining what needs to be done if the MOD is viable (i.e., final calculation on how it effects study and what NEPA needs to be done).",10000,0,0,0,0,31-Aug-23
4156,2,1,17,1,Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.,0,0,0,0,0,6-Sep-23
3994,8,1,17,1,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,0,0,0,0,0,1-Sep-23
3994,9,1,17,1,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,1-Sep-23
3994,11,1,17,1,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,5-Sep-23
3994,12,1,17,1,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,5-Sep-23
4154,3,1,24,2,Accurately assess site condition regarding Lead and Asbestos evaluations. ,20000,10,1,0,0,7-Sep-23
4156,1,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,6-Sep-23
4156,4,1,17,1,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,0,0,0,0,0,6-Sep-23
4156,6,1,17,1,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,6-Sep-23
4154,1,1,21,1,Award in Spring for good weather during Construction PoP,0,1,1,0,0,7-Sep-23
4154,2,1,17,5,Escalate discussion of customer end use and O&M for other possibilities. ,20000,0,1,0,0,7-Sep-23
4158,3,1,4,3,Hauling method would be adjusted based on site conditions,1250000,90,0,0,0,7-Sep-23
4131,1,1,16,2,"To mitigate this risk, USACE will have continued coordination with the Services to find solution early if a delay in ESA consultation seems to be occurring.",0,0,1,0,0,1-Sep-23
