RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,USACE_ORGANIZATION,P2_PROGRAM_CODE,P2_NUMBER,DISTRICT_CODE,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DESC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISK_MANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACT,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCE_IMPACT_DESC,PERFORMANCEIMPACT_RISK_RANKING,PERFORMANCE_RANK_DESC,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,COST_RISK_RANKING,COST_RANK_DESC,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,SCHEDULE_RANK_DESC,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,ENTERED_BY_USER,COST_IMPACT_DISTTYPE,COST_IMPACT_DISTDESC,SCHEDULE_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTDESC,NO_PERFORMANCE_IMPACT,NO_PERFORMANCE_IMPACT_TEXT,NO_COST_IMPACT,NO_COST_IMPACT_TEXT,NO_SCHEDULE_IMPACT,NO_SCHEDULE_IMPACT_TEXT
13,EGT-13,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Unknown Subsurface Conditions,Site Conditions,6,"At this time, it is not possible to fully know what all the subsurface conditions are within the contractor's working limits.",3,Likely,Likely (50% to 70%),"At this time, some subsurface investigations have been done across the CWL, however we do not know what the conditions are for 100% of the CWL.

Cost Impact:  BC: 0, ML: 7.5%, WC: 15% 
Schedule Impact:  BC: 0 months, ML: 3 months, WC: 6 months

DEC-2022 Update:  Risk is primarily related to the seepage barrier ($10.4M).  The base estimate assumes a seepage barrier along the length of the levee x 40' average depth (max at 60-70' depth).  
BC/ML:  No change from base estimate (40' average depth)
WC:  Assume 15% additional depth (~46' average depth) but will not exceed max depth which would result in change of construction methodology (long-reach excavator); assume no schedule risk since placement of earthen material is the driving activity",,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,1530000,Medium impact on cost. ,2,Low,0,0,0,Low impact on schedule. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,15-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
14,OTH-14,4072,Lower Mud,Huntington District(LRH),113528,,LRH,More Utilities Than Previously Identified,Site Conditions,6,"Additional utilities may be in the area other than those previously identified during initial study. Most large utilities have been accounted for, but potential for some minor water lines or other utilities to be found.",3,Likely,Likely (50% to 70%),"Very likely that relocations scope will vary from what was previously identified. 
BC: 10% cost increase, ML: 15% cost increase, WC: 20% cost increase

DEC-2022 Update:  Base estimate contains $9.8M of construction.  A subcontractor conducted a survey to help identify utilities.  Some areas were also researched with the local utilities companies to help shore up less confident areas.

BC:  Assume no potable water is needed (-$440k) and raw-water intake cost reduction (-$1.6M)
WC:  Assume $2M cost increase & no schedule impact (assumes contractor should be able to coordinate work with minimal impacts to critical path schedule)",,12,Other,OTH,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,-2040000,0,2000000,Medium risk level for the cost. ,1,Opportunity,0,0,0,Low risk level on the schedule. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,15-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
15,OTH-15,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Gas Line Relocation not Completed as Scheduled,Site Conditions,6,Gas line relocation is not currently on critical path but ability of gas company to relocate the gas line or permitting issues could place it on the critical path and impact project schedule. ,2,Unlikely,Unlikely (30% to 50%),"Possible to impact project. Impact to schedule could be more than four months.

DEC-2022 Update:  This is currently may take place during the 2025 construction season which could cause them to have to coordinate with the levee contractor but shouldn't interfere with one another to avoid impacts to cost/schedule.",,12,Other,OTH,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk on cost. ,1,Opportunity,0,0,0,Low risk on schedule. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,15-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
16,PRM-16,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Plan for Pumpkin Festival Parking Changes,Communications,2,The PDT perceives this to be a potential opportunity. Parking solutions for Pumpkin Festival need to be determined sooner than expected. Negotiating with Pumpkin Festival for parking will most likely be problematic. Parking mitigation needs to be completed prior to impacting county fair/pumpkin festival. ,3,Likely,Likely (50% to 70%),"Possible that parking solution could change. As a PDT we need to be proactive about the solution for the parking for the Pumpkin Festival. Could impact ability to complete plans and specs, but would be less than 4 months.

DEC-2022 Update:  Current estimate/schedule assumes use of the lagoons for parking.  If we don't use those areas, it could be an opportunity ($2.2M reduction).",,17,Project Management,PRM,9414,Jared Humberston,7,Agency Reputational,,5,Minor Problem,2,Low,-2200000,0,0,Medium risk on project cost. ,1,Opportunity,0,0,0,Low risk on project schedule. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,15-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
17,PLN-17,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Bats,Site Conditions,6,Clearing window is November 15 to March 31. There should be time available to accommodate clearing window for this clearing requirement prior to construction.  Currently we have a letter that we don't need any mitigation for Indiana or Northern Long Ear bats however Tri-Colored bats may be listed prior to contract award and would need to be mitigated.,4,Very Likely,Very Likely (70% to 90%),"Possible to need clearing outside of clearing window. 

DEC-2022 Update:  Current contract award is NOV-2024; ground disturbance is MAR-2025.  There is probably about 20-ACR of work that could potentially be impacted with 4-5 ACR a majority of the concern.

WC:  Formal consultation and biological opinion would be required adding a minimum of 135-calendar days to the EA schedule (PED).  Assume additional costs due to escalation and design team effort.

Modeled in REF 83 since several risk items run parallel paths.",,16,Planning - Environmental,PLN,9414,Jared Humberston,5,Other,,10,,3,Medium,0,0,2226352,There is a medium level risk for the project cost. ,2,Low,0,0,135,There is a high probability for a schedule delay of roughly 4.5 months. ,2,Low,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
18,PLN-18,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Teays Mudbug,Site Conditions,6,Not currently listed at state or federal level but could become listed at state level during project.,2,Unlikely,Unlikely (30% to 50%),Unlikely to become listed and would have negligible impact.,,16,Planning - Environmental,PLN,9414,Jared Humberston,2,Environmental,,5,Minor Problem,2,Low,0,0,0,Low impact to the project cost. ,1,Opportunity,0,0,0,Low impact to the project schedule. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,15-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
19,RLE-19,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Mitigation Costs Higher than Anticipated,Resource Availability,5,"Mitigation costs could be higher than anticipated due to unavailability of lands to establish mitigation features, an increase in CWL, or a need to use in-lieu fee mitigation. Potential to acquire parcel for mitigation purposes. Whether Georgia Avenue area is available may have impact to cost.",3,Likely,Likely (50% to 70%),"Possible that mitigation cost would increase. Cost impact could be slightly higher than $1M. Coordination would happen concurrently with other tasks so would not impact schedule.

DEC-22 Update:  The base estimate has about $3.2M for mitigation (in-channel work & plantings/wetlands).  Surveys have been completed and incorporated into the plan.  There is on-going coordination with agencies.  This is considered a low-risk at this time.  There is some concern if the preservation site is acquired by other parties which could result in some changes.  WC:  Assume $300k cost impact + 2 MO impact to critical path",,18,Real Estate,RLE,9414, ,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk to project cost. ,1,Opportunity,0,0,0,Low risk to project schedule. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,15-Aug-23,0,-99, ,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
20,EGT-20,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Overutilization of Primary Borrow Areas Leaves Area Unsuitab,Site Conditions,6,Overutilization of borrow sites could leave borrow sites in a condition not suitable for environmental mitigation. This would require additional site modification and purchase of suitable soils.,2,Unlikely,Unlikely (30% to 50%),Unlikely that overutilization could impact project cost. Cost impacts could be over $440k but would remain negligible.,,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,2,Environmental,,5,Minor Problem,2,Low,0,0,0,Low cost impact on the project. ,1,Opportunity,0,0,0,Low schedule impact on the project. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,15-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
21,CNT-21,4072,Lower Mud,Huntington District(LRH),113528,,LRH,401 Permit,Agency Policy and Process,7,Feasible to have 401 permit in place prior to award of main contract. If separate effort required 401 permit should still be in place in time. ,2,Unlikely,Unlikely (30% to 50%),"No more than 4 month impact. Public notifications could slow process down. Considering seeking 401 early with possibility of modding later, which could impact schedule, but unlikely to impact overall completion date.

DEC-2022 Update:  There is only one contract with phased real estate availability.  Assume no mods to 401 application would be required.",,1,Contracting,CNT,9414,Jared Humberston,2,Environmental,,5,Minor Problem,2,Low,0,0,0,Low impact on project cost. ,1,Opportunity,0,0,0,Low impact on project schedule. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,15-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
22,REG-22,4072,Lower Mud,Huntington District(LRH),113528,,LRH,NPDES Permit,Legal or Regulatory Actions,10,NPDES Permit could take longer than anticipated. Responsibility is shared with the Gov't and contractor. ,3,Likely,Likely (50% to 70%),"Likely with negligible impact (<4 months)

DEC-2022 Update:  A portion or all of the NPDES will be obtained prior to award.  The base schedule assumes this is completed within 4-MO of award.  

BC:  No change from base schedule
WC:  Assume 2 MO additional time after award (assume additional FOOH, EDC, CM)

Modeled in REF 83 since several risk items run parallel paths.",,19,Regulatory,REG,9414,Jared Humberston,6,Compliance,,5,Minor Problem,2,Low,0,0,1320000,Medium impact to project cost. ,2,Low,0,0,60,Medium risk to schedule at 2.00 months. ,2,Low,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,15-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
23,EPE-23,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Flooding During Channel Construction,Site Conditions,6,"Potential for backwater during seasonal flood into excavation area.  Once channel plug is breached, flood events could wash out treatments, leading to rework.  Potential for deposition of silt during flood events.",4,Very Likely,Very Likely (70% to 90%),"Could impact in work stoppages while waiting for water to recede. Potential for excavation for cleaning sediment deposits from flood events. Potential for rework of some treatments. Any excavated slope without treatment could have failures after a flood event. Few days per event. Maybe month per year. Likelihood probably once per year. TPR assumed 50% likely per year for binomial distribution. Assumed $100k/1 mo. per event.

DEC-2022 Update:  The base estimate/schedule does not include cost or time for this event if it were to occur.  Absolute worst case could be before the pump station is completed and it could damage equipment which is costly and has long lead times.
BC:  1-event per construction season with 1-WK delay + $10k cleanup costs + additional standby time + FOOH + EDC + CM
WC:  3-event per construction season with 2-WK delay + $50k cleanup costs + additional standby time + FOOH + EDC + CM = 6-MO heavy burn-rate impact + 6-MO impact to schedule at smaller burn-rate",,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,10,,4,High,-2240000,0,2370000,Medium risk level on impact of the cost. ,2,Low,-135,0,60,High risk level for the project schedule between -3.0 months and 2.0 months. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
24,EGT-24,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Fill Volume Exceeds Available Borrow / On-Site vs. Off-Site ,Resource Availability,5,"The PDT's primary concern is that variances might be observed between the estimated quantities for fill requirements and/or available borrow material.  Should either of these come to fruition, impacts to the project cost and time would include additional borrow site acquisition and development, greater hauling distances, additional temporary structures such as river crossings, etc.",3,Likely,Likely (50% to 70%),"Current plan is to acquire land need to generate 200% of estimated fill. Unlikely for quantities to exceed 200% of estimated. As contingency areas are used, further contingency areas will be identified. Negligible impact to cost and schedule.

DEC-2022 Update: Current quantity estimates only show 5% contingency on available borrow quantities (random & impervious).  PDT is concerned that available fill/borrow will not be enough to meet project needs specifically for the impervious coming from channel excavation.  Plan moving forward is to identify an additional borrow source as a ""backup"" source, or to use fill from lagoon to supplement total borrow/fill material.  Current bid schedule is showing 571,900 total cubic yards fill needed, however this might not leave much ""excess"" in the borrow site, leaving concern that fill will run out before project is complete. Moving forward, PDT will work towards identifying an alternate borrow site as a backup source.  Bid items 60-66 currently capture borrow/fill costs, and total approximately $8M.  Primary concern with identifying an alternate source is haul distance, resulting in greater costs associated with fill/borrow.  PDT does not have any schedule concern related to this item.  Could also try to find a local supplier.",,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,1357134,Medium risk level on project costs. ,2,Low,0,0,0,Low risk on project schedule. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
25,EGT-25,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Availability of Borrow Sites,Resource Availability,5,Current estimate assumes material can be obtained from borrow sites 1-5 as currently defined. Loss of local borrow sites will require an offset of commercial long distance hauled fill in smaller on-road trucks of required Impervious and Random fill to complete the project.,3,Likely,Likely (50% to 70%),"Very likely that borrow sites would vary from assumption. Would have high impact to cost and schedule as contractor would increase costs to purchase commercial fill from longer hauling distances with limited on-road capacity. 

BC:  All fill available at on-site borrow, no material costs and assumed haul/place schedule no impact.
WC: Delayed acquisition of material.  High variance of additional 10 months for CM.  10 month impact on schedule.

DEC-2022 Update:  Refer to item above (REF 25) on borrow site availability/quantity variances.  Only model in item above.",,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk on cost impact. ,1,Opportunity,0,0,0,Low risk on schedule impact. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
26,EGT-26,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Fill on Eastern End of Project Needs Over Excavated,Site Conditions,6,"Because levee is being built on fill in this reach, could find areas that are unsuitable such as concrete rubble or organics that would need to be excavated and backfilled with impervious material. Estimate includes 4-5 of excavation over whole footprint of levee., but quantity of over excavation could vary or other unsuitable areas could be found.",1,Very Unlikely,Very Unlikely (5% to 30%),"Possible that more over excavation is needed. Could impact schedule if found during construction but impact would be negligible.

WC: half of footprint requires additional 5ft of over excavation.

DEC-2022 Update:  Primary area of concerns is behind McDonalds.  There could be +/- variation but overall this should be negligible impact to cost & schedule.",,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk on cost impact. ,1,Opportunity,0,0,0,Low risk on schedule impact. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
27,EGT-27,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in Soil Quantities,Resource Availability,5,PDT is confident in soil quantities at this point.,1,Very Unlikely,Very Unlikely (5% to 30%),"Soil quantities may vary, increasing cost.

DEC-2022 Update:  Base estimate has 879,000 BCY (793,000 ECY) to construct the levee coming from multiple sources (channel + borrow + etc.).  Topography (recent 3-years old), elevation to level of protection from H&H modeling, quantities from over-excavation of foundation materials, etc. could impact estimated quantities.  Cross-section and side slopes are unlikely to change.  More concern is with assumptions made to foundation materials which is captured in REF 45.  WC:  Assume 1-2% quantity variation",,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk on cost impact. ,1,Opportunity,0,0,0,Low risk on schedule impact. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
28,EGT-28,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Borrow Material Water Content Higher Than Anticipated,Site Conditions,6,Excessive winter rains or wet year could cause water content to be too high. Lime or extra time for drying may be required. ,0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"Impact would be lower productivity or cost of addition of lime.

BC: 5% cost addition to placement, ML: 10% cost addition to placement, WC: 15% cost addition to placement

DEC-2022 Update:  Base estimate assumes adding water for dry material and incorporation of lime for wet material.
BC/ML:  No change from base estimate.
WC:  No change from base estimate.",,3,Engineering - Geotechnical,EGT,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk on cost impact. ,1,Opportunity,0,0,0,Low risk on schedule impact. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
29,PLN-29,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Potential Need for Phase III Investigations,Info and Data Analysis,1,Discovery during Phase II investigations may lead to the need for a phase III investigation. This could cost $250k/site requiring Phase III,4,Very Likely,Very Likely (70% to 90%),"Likely that we would run into Phase III investigations. Potential to run into 3-7 sites. Area of Phase III investigation would determine impact to schedule, as investigations along the levee would have a bigger impact to schedule than other areas.
BC: $250k cost increase, 0 month schedule increase
ML: $250k cost increase, 3 month schedule increase
WC: $750k cost increase, 8 month schedule increase

DEC-2022 Update:  The base estimate has $2.5M which factors in 2 sites.
BC:  Assume 1-site for $1M
WC:  Assume 3-sites for $3.5M with no schedule impacts",,16,Planning - Environmental,PLN,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,-1500000,0,1000000,Medium risk on cost impact. ,1,Opportunity,0,0,0,Low risk on schedule impact. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
30,RLE-30,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Mud River Land Trust Phase 1,Contract Acquisition,3,The Phase 1 portion of Real Estate has not been completed yet related to ROE (Rights-of-Entry).,1,Very Unlikely,Very Unlikely (5% to 30%),"Could result in additional data recovery that could not be avoided.  Cost risk is captured in REF 30.  This could impact the contractor's availability to disturb ground in the area or result in some construction sequencing adjustments.  
BC:  No change from base estimate/schedule
WC:  Assume 3-MO impact during construction with additional FOOH/EDC/CM costs.",,18,Real Estate,RLE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,1980000,Low risk on cost impact. ,2,Low,0,0,90,Medium risk level on schedule impact. ,2,Low,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
31,PLC-31,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Coordination with Tribes,Communications,2,Coordination with tribes can be slow and can be a challenge to the project.,1,Very Unlikely,Very Unlikely (5% to 30%),Unlikely to impact the project. Could impact cost for coordination. Unlikely to impact project schedule as it would not impact the critical path.,,14,Planning - Cultural Resources,PLC,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk to the project cost being impacted. ,1,Opportunity,0,0,0,Low risk on project schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
32,PLN-32,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Discovery of Human Remains,Site Conditions,6,Discovery of human remains would require more coordination and additional funds.,1,Very Unlikely,Very Unlikely (5% to 30%),Discovery of human remains would require more coordination and additional funds. Possible to discover human remains. Moderate impact to cost and schedule. Would increase cost of new contract and would increase coordination time with tribes and state. Schedule impact could be 8-12 months.,,16,Planning - Environmental,PLN,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,2200000,0,3300000,Low risk level on cost being impacted. ,2,Low,240,0,360,"Likely a zero month delay, between 8 months and 12 months on low and high variance ends, respectively. This means a medium risk level on impacting the schedule. ",2,Low,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
33,PLN-33,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Increase in Mitigation or Data Recovery,Site Conditions,6,Potential for investigations to lead to an increase in mitigation or data recovery requirements.,1,Very Unlikely,Very Unlikely (5% to 30%),"Possible with a schedule impact of 8-12 months if contractor is restricted from certain areas for a duration.

DEC-2022 Update:  Risk captured in REF 31.",,16,Planning - Environmental,PLN,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk of cost impact. ,1,Opportunity,0,0,0,Low risk of schedule impact. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
34,EPE-34,4072,Lower Mud,Huntington District(LRH),113528,,LRH,"Buildings, Grounds, & Utilities",Site Conditions,6,No scope or risks Identified for this feature account.,1,Very Unlikely,Very Unlikely (5% to 30%),Low risk. ,,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk of project cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
35,PRM-35,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in PED Costs,Agency Policy and Process,7,"PED could vary based on the duration of the study, design, and construction as well as factors related to number of reviews, number of involved parties, and variation in current estimated costs.",4,Very Likely,Very Likely (70% to 90%),"PED estimate revised from original high estimate. Likely to vary. 
BC: 5% decrease, ML: Base estimate, WC: 15% increase

DEC-2022 Update:  Base estimate has about $12.2M for PED/EDC
BC: 5% decrease, WC: 15% increase",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,1830000,Medium risk on cost being impacted. ,2,Low,0,0,0,Low risk on schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
36,PRM-36,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in Engineering During Construction (EDC) Costs,Agency Policy and Process,7,"EDC could vary based on construction as well as factors related to number of reviews, number of involved parties, and variation in current estimated costs",4,Very Likely,Very Likely (70% to 90%),"EDC estimate revised from original high estimate. Likely to vary

BC: 5% decrease
ML: Base estimate
WC: 15% increase",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,2600000,High risk of cost being impacted. ,2,Low,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
37,RLE-37,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Increased Number of Exterior Flowage Easements,Resource Availability,5,Quantity of exterior flowage easements required could increase.,3,Likely,Likely (50% to 70%),"Very likely that flowage easements would be increased. Increase in flowage easements could include properties in Georgia Avenue area, including some structures. Cost impact $1-1.7 million. Negligible schedule impact.

DEC-2022 Update:    Related to NTP3, we could add more structures depending on the hydraulic data and footprint affected.  
WC:  Assume $1.5M for potential structures that could be included in a larger footprint.",,18,Real Estate,RLE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,1500000,Medium risk of cost impact. Likely $0.,2,Low,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),11,Complete Real Estate Acquisition,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
38,RLE-38,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Uncertainty with CWL,Contract Performance,4,"CWL is fairly well defined at this point. A few areas may vary from current CWL, but they would impact low dollar land and no structures. Potential for low mitigation cost increase.",4,Very Likely,Very Likely (70% to 90%),"Very likely that CWL would change. Would have negligible impact to schedule.

BC: $100k cost increase
ML: $300k cost increase
WC: 15% increase in real estate costs

DEC-2022 Update:  The CWL is fairly well established and there is some risk related to a culvert which could result into some additional costs.  Not sure if the county, state, or private party owns it.",,18,Real Estate,RLE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk to cost being impacted. ,1,Opportunity,0,0,0,Low risk to schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
