RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,P2_LOOKUP,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DISC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,CONFIDENCE,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISKMANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACTTYPE,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCEIMPACT_RISK_RANKING,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,ID_1,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,FIRST_NAME,LAST_NAME,COST_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTTYPE,NO_PERFORMANCE_IMPACT,NO_COST_IMPACT,NO_SCHEDULE_IMPACT
8,PLE-8,3574,Lower Missouri River Jefferson City L-142,496630,System Plan developing CAR- spin-off time frame may need gre,Agency Policy and Process,7,"Coordination pursuant to FWCA is required. Ongoing FWCA coordination under the Lower Missouri River System Plan study may be able provide some input from USFWS to the Jefferson City study in the form of planning aid letters and a coordination act report. However, it is unclear if this coordination act report will be available soon enough to be utilized for the Jefferson City study.",3,Likely,Likely (50% to 70%),"Current estimates for USFWS FWCA input for the Lower Missouri River System Plan study indicate that planning aid letters will be finalized in time for the Jefferson City study to utilize them, but the coordination act report might not be.",,,16,Planning - Environmental,PLE,8248,,7,Agency Reputational,"Given that FWCA coordination with USFWS is already underway for the Lower Missouri River System Plan study, additional coordination for the Jefferson City spinoff study is unlikely to be substantial.",5,2,0,50000,0,"USFWS may determine that the planning aid letters produced for the System Plan study, in combination with a planning aid letter specific to the Jefferson City study, may be sufficient. However, a study-specific coordination act report has not yet been ruled out.",0,30,0,"Time may be needed to negotiate FWCA scope. Once negotiated, much of the work performed by USFWS can be done in parallel to USACE's work on the feasibility study.",2,1,1,Active,4,Planning,2,2,Alternatives ,4/14/2023 6:44 PM,0,4051,Colleen,Roberts,299,299,0,0,0
9,PLE-9,3574,Lower Missouri River Jefferson City L-142,496630,Federally listed bats roosting in project area,Site Conditions,6,An initial site visit confirmed the presence of trees that likely serve as adequate summer roosting by multiple species of federally listed bats. It is possible that these species are present in the study area during the summer roosting season.,3,Likely,Likely (50% to 70%),Site visit confirmed the presence of adequate habitat.,,,16,Planning - Environmental,PLE,8248,,7,Agency Reputational,Informal Section 7 consultation is likely to only result in a seasonal tree clearing restriction.,5,2,0,1000,0,"Informal consultation for potential bat impacts is very likely necessary for alternatives that remove trees. If the proposed action does not remove trees, Section 7 consultation would not be necessary for a ""no effect"" determination.",0,14,0,"If no tree clearing is proposed, then it is likely that no Section 7 consultation for these bat species would be required. However, if tree clearing is proposed then USFWS may need one or two weeks to complete informal consultation for these species.",2,1,1,Active,4,Planning,2,2,Alternatives ,4/14/2023 6:46 PM,0,4051,Colleen,Roberts,299,299,0,0,0
10,EHH-10,3574,Lower Missouri River Jefferson City L-142,496630,Floodway Impact,Legal or Regulatory Actions,10,Inadequate determination of floodway and floodplain impacts when analyzing alternatives.,2,Unlikely,Unlikely (30% to 50%),USACE procedures and documentation practices will include analysis of impacts with selection of alternatives.,,,4,Engineering - Hydrology and Hydraulics,EHH,8248,,5,Other,Not fully analyzing would deviate from standard USACE practices.,5,2,0,40000,0,Costs associated with analysis and documentation of upstream and downstream impacts. Expand model to fully encompass affected profile.,0,30,0,Analysis incorporated into standard USACE practices. ,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/14/2023 6:57 PM,0,4051,Colleen,Roberts,299,299,0,0,0
11,ECV-11,3574,Lower Missouri River Jefferson City L-142,496630,Survey,Site Conditions,6,Accuracy of survey impacts H&H and civil design and risk that additional survey data is needed (field or bathymetric). ,3,Likely,Likely (50% to 70%),Accuracy/availability of as-built information for features including bridges and existing infrastructure/utilities. ,,,9,Engineering - Civil,ECV,8248,,5,Other,"Assumptions could be made based on aerial imagery, site visits, available LiDAR. ",5,2,0,20000,0,Cost of survey crew and data processing,0,30,0,Time necessary for survey and data processing and updating original assumptions,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/14/2023 6:59 PM,0,4051,Colleen,Roberts,299,299,0,0,0
12,PLE-12,3574,Lower Missouri River Jefferson City L-142,496630,Sole beneficiary ,Agency Policy and Process,7,Policy dictates that a sole beneficiary analysis is required; project risk that 25% of benefits could go to one landowner; sensitive policy area that requires VT coordination per exhibit G6 in Planning Guidance Notebook ER 1105-200. ,3,Likely,Likely (50% to 70%),small floodplain with two principal landowners,,,15,Planning - Economics,PLE,3052,,6,Compliance,Sole beneficiary would jeopardize federal interest determination. ,10,3,0,10000,0,Time and money doing required vertical team coordination,0,30,0,Time and money doing required vertical team coordination,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/14/2023 7:01 PM,0,4051,Colleen,Roberts,299,299,0,0,0
13,EGT-13,3574,Lower Missouri River Jefferson City L-142,496630,Borrow location changes to somewhere where there aren't exis,Site Conditions,6,"Determine if soils are satisfactory material, enough quantity to construct project. Would need additional borings in order to complete. ",3,Likely,Likely (50% to 70%),Past experience,,,3,Engineering - Geotechnical,EGT,8248,,5,Other,The need for more borings would be a minor problem in the planning phase but could become a major problem if not discovered until the PED phase. ,5,2,0,100000,0,Additional borings and analysis,0,180,0,"Time to coordinate borings, rights of entry, and other logistics. ",3,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/28/2023 11:15 PM,0,4051,Colleen,Roberts,299,299,0,0,0
14,EGT-14,3574,Lower Missouri River Jefferson City L-142,496630,Borrow location is incorrectly identified or inadequate amou,Site Conditions,6,Additional siting and borings would be needed. ,3,Likely,Likely (50% to 70%),Past experience,,,3,Engineering - Geotechnical,EGT,4051,,5,Other,"Past experience, critical piece to move ahead to constructible project. ",10,3,0,100000,0,additional borings and analysis would need to be performed ,0,180,0,"Additional days for borings, analysis, right of entry, and other logistics",4,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,9,Project Definition Phase (15%),4/28/2023 11:18 PM,0,4051,Colleen,Roberts,299,299,0,0,0
15,PRM-15,3574,Lower Missouri River Jefferson City L-142,496630,Stakeholder would like to use a Locally Preferred Plan to co,"Stakeholder, Sponsor or Partners",9,"Use of Locally Preferred Plan could be a higher cost than the smaller Levee footprint. Also, if this is being used as a reason to mitigate the issue of non-willing sellers, ",3,Likely,Likely (50% to 70%),"Discussion with sponsors throughout project, prior experience",,,17,Project Management,PRM,4051,,7,Agency Reputational,There is a high risk that the sponsor will not want to move forward with the plan that isn't the LPP. ,10,3,0,19999,0,"Labor costs to work additional waivers, VT discussions, sponsor coordination, evaluation, etc. ",0,90,0,"Time in schedule to work additional waivers, VT discussions, sponsor coordination, evaluation, etc. ",2,1,1,Active,4,Planning,2,2,Alternatives ,4/28/2023 11:24 PM,0,4051,Colleen,Roberts,299,299,0,0,0
16,PLE-16,3574,Lower Missouri River Jefferson City L-142,496630,Jeff City Airport,Site Conditions,6,"Presence of local airport may limit our ability to propose borrow areas and wetland creation for mitigation near the airport, as these things may attract birds and increase collision risk.",3,Likely,Likely (50% to 70%),"The airport is located approximately in the middle of study area, so any borrow sites or wetland mitigation sites would have a high likelihood of being located near the airport.",,,16,Planning - Environmental,PLE,5621,,2,Environmental,Early coordination with FAA and airport personnel should USACE to identify constraints for borrow area locations (if needed) and wetland mitigation area (if needed). Corps currently anticipates that constraints can be satisfied by locating these areas at an adequate distance to the airport.,5,2,0,50000,0,"Coordination will be necessary between the Corps, Federal Aviation Administration, and airport personnel to discuss the potential for increased collision hazards near the airport. It is possible that borrow sites and wetland mitigation sites may need to be located further away from the airport, which could potentially raise real estate costs.",0,30,0,Coordination with FAA and airport personnel will be required to fully document the constraints may be placed on project designs due to the presence of the airport.,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/28/2023 11:27 PM,0,4051,Colleen,Roberts,299,299,0,0,0
17,ECV-17,3574,Lower Missouri River Jefferson City L-142,496630,Unidentified Utilities,Site Conditions,6,Relocation of utilities would be required,3,Likely,Likely (50% to 70%),PDT experience with recent levee projects,,,9,Engineering - Civil,ECV,4051,,5,Other,Solutions have been found in past projects,5,2,0,0,0,,0,90,0,"Utility owners are required to perform the relocation, could impact schedule if not found until construction or requires additional design. ",3,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,9,Project Definition Phase (15%),4/28/2023 11:37 PM,0,4051,Colleen,Roberts,299,299,0,1,0
18,EHH-18,3574,Lower Missouri River Jefferson City L-142,496630,Cumulative effects isn't as extensive as needed,Agency Policy and Process,7,"The Prior Study at L-142 ruled that the cumulative effects wasn't as extensive as needed. The team will need to ensure that the cumulative effects at analyzed far enough upstream and downstream of the project study, ",2,Unlikely,Unlikely (30% to 50%),Risk is unlikely since the team has learned from previous study. ,,,4,Engineering - Hydrology and Hydraulics,EHH,4051,,5,Other,Performing this analysis will be a minor improvement to the previous study and ensure that this study continues to move forward. ,-5,1,0,10000,0,H&H will make sure modeled alternatives are modeled far enough upstream and downstream and entered into the system model. ,0,30,0,Additional modeling and reviews. ,2,1,1,Active,4,Planning,2,2,Alternatives ,5/1/2023 6:51 PM,0,4051,Colleen,Roberts,299,299,0,0,0
19,PLE-19,3574,Lower Missouri River Jefferson City L-142,496630,First floor elevations,Site Conditions,6,First floor elevation is uncertain and single biggest driver of damages and benefits in riverine FRM. Economist need to be in the field and make survey in order to get first floor elevations,3,Likely,Likely (50% to 70%),Viewing elevations from maps is often inaccurate. The purpose of the field survey is to ensure that we have accurate first floor elevations to prevent this from happening.,,,15,Planning - Economics,PLE,3052,,5,Other,Damages and benefits will be incorrect - either high or low and the BC ratio will be incorrect as well.,10,3,0,6000,0,Additional field visit for two personnel and updating maps as needed. ,0,0,0,,0,1,1,Active,4,Planning,2,2,Alternatives ,5/1/2023 6:57 PM,0,4051,Colleen,Roberts,299,299,0,0,1
20,PRM-20,3574,Lower Missouri River Jefferson City L-142,496630,Qualified Personnel,Resource Availability,5,Many experienced PDT members have left the District or have moved onto more senior level positions. Many resources are also overresourced. ,3,Likely,Likely (50% to 70%),Many staff lack experience on Planning studies and resources are stretched thin. ,,,17,Project Management,PRM,4051,,5,Other,Monthly LIRs with resource providers on all LoMo projects and reporting of any resource concerns and missed milestones. ,5,2,0,20000,0,"Bringing PDT members up to speed, mentoring newer PDT members, ",0,60,0,"Additional time for training, learning policies, limited staff to add multiple PDT members of same discipline",2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/1/2023 7:05 PM,0,4051,Colleen,Roberts,299,299,0,0,0
21,PLE-21,3574,Lower Missouri River Jefferson City L-142,496630,Evaluate previously authorized project,Legal or Regulatory Actions,10,"Per guidance, any previously authorized project must be evaluated during the planning phase as one of the alternatives. ",4,Very Likely,Very Likely (70% to 90%),There is a previously authorized project so it must be evaluated. ,,,15,Planning - Economics,PLE,3052,,5,Other,Evaluation should be fairly straight forward. ,5,2,0,12000,0,Labor for additional evaluation,0,10,0,Additional time for evaluation,2,1,1,Active,4,Planning,2,2,Alternatives ,5/1/2023 7:13 PM,0,4051,Colleen,Roberts,299,299,0,0,0
22,OTH-22,3574,Lower Missouri River Jefferson City L-142,496630,Stakeholder concerns with Right Bank,Communications,2,"The study location is on the left bank of the river. However, stakeholders are concerned with Wears Creek and interior flooding on the right bank. Additional communication effort will be needed to emphasize the project area. ",4,Very Likely,Very Likely (70% to 90%),Stakeholder concerns about addressing flooding on Wears Creek have already been brought up on the site visit. ,,,12,Other,OTH,8248,,5,Other,Continued communication of the study area,5,2,0,6000,0,Additional labor and outreach,0,0,0,,0,1,1,Active,4,Planning,2,2,Alternatives ,5/1/2023 7:19 PM,0,4051,Colleen,Roberts,299,299,0,0,1
23,PLE-23,3574,Lower Missouri River Jefferson City L-142,496630,Policy Waiver to NED plan selection,Agency Policy and Process,7,It is currently not determined if the NED plan will be justified. ,2,Unlikely,Unlikely (30% to 50%),,,,15,Planning - Economics,PLE,3052,,5,Other,Justification can be difficult. ,10,2,0,10000,0,Additional labor for waiver,0,60,0,additional time for waiver,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/1/2023 7:23 PM,0,4051,Colleen,Roberts,299,299,0,0,0
24,EGT-24,3574,Lower Missouri River Jefferson City L-142,496630,PL84-99 eligibility of secondary levee,Agency Policy and Process,7,"The current Capital View levee would become a secondary levee if a new levee is constructed behind it, threatening its eligibility in the PL 84-99 program. ",3,Likely,Likely (50% to 70%),"ER 500-1-1, page 5-6, para 5-3, a secondary levee is ineligible unless it protects human life.   ",,,3,Engineering - Geotechnical,EGT,8248,,5,Other,Capital View levee getting kicked out of the PL84-99 program in order to build a second levee is a show stopper for the stakeholders. ,10,3,0,20000,0,Additional labor working through policy,0,0,0,,0,1,1,Active,4,Planning,2,2,Alternatives ,5/1/2023 7:36 PM,0,4051,Colleen,Roberts,299,299,0,0,1
25,PRM-25,3574,Lower Missouri River Jefferson City L-142,496630,Changes in design criteria ,Agency Policy and Process,7,Ever changing policies and design criteria impacting the study progress after scoping is complete.,3,Likely,Likely (50% to 70%),Guidance and policy is always changing. ,,,17,Project Management,PRM,4051,,5,Other,Varies depending on the guidance/policy/criteria update and impacts to the study,5,2,0,50000,0,Varies depending on the guidance/policy/criteria update and impacts to the study,0,180,0,Varies depending on the guidance/policy/criteria update and impacts to the study,3,1,1,Active,4,Planning,6,6,Chief’s Report/Director’s Report,5/1/2023 7:42 PM,0,4051,Colleen,Roberts,299,299,0,0,0
26,PLC-26,3574,Lower Missouri River Jefferson City L-142,496630,Cultural surveys,Site Conditions,6,Cultural surveys will not be performed during feasibility phase,3,Likely,Likely (50% to 70%),Possibility of finding something during cultural surveys during PED,,,14,Planning - Cultural Resources,PLC,8248,,5,Other,"Depending on what is found from the survey, impacts on the project alignment could be significant. ",10,3,0,100000,0,Cost of surveys and/or additional redesign if something is found during PED,0,180,0,Additional days for redesign,4,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,9,Project Definition Phase (15%),5/1/2023 7:44 PM,0,4051,Colleen,Roberts,299,299,0,0,0
27,ECV-27,3574,Lower Missouri River Jefferson City L-142,496630,New Utilities,Site Conditions,6,New utilities or changes to existing utilities between Feasibility and PED,2,Unlikely,Unlikely (30% to 50%),The team is obtaining all known utility surveys in the area. The area is not well developed therefore additional utilities will not be as likely. ,,,9,Engineering - Civil,ECV,4051,,5,Other,This is a frequent occurrence during many project design phases,5,2,0,10000,0,additional redesign,0,60,0,additional redesign,2,1,1,Active,5,Pre-Construction Engineering and Design (PED),10,10,Concept Design Phase (35%),5/1/2023 7:48 PM,0,4051,Colleen,Roberts,299,299,0,0,0
1,PLE-1,3576,Owyhee,479131,Inadequate water for all year round habitat ,Site Conditions,6,Irrigation demands and arid conditions limit water availability for aquatic habitat restoration. ,5,Extremely Likely,Extremely Likely (90% to 100%),,,,16,Planning - Environmental,PLE,2594,,2,Environmental,will not be able to maximize benefits,5,2,0,0,0,,0,0,0,,0,1,1,Active,1,Feasibility,95,95,Tentatively Selected Plan ,2/2/2023 5:33 PM,0,2919,Kathryn,Herzog,299,299,0,1,1
1,PLP-1,3593,Lower Mississippi River Comprehensive Management Study,,MR&T may not operate as believed,Info and Data Analysis,1,"MR&T may not operate as believed, which adds uncertainty risks to modeling and risks to design outcomes.


",4,Very Likely,Very Likely (70% to 90%),"1/4 diversion features are now obsolete due to existing conditions varying from modeled conditions.
Studies show that MS River geomorphology is constantly changing from a complex set of natural and anthropogenic causes, many of which are outside of the study area.
The State of Louisiana continues to permit diversions which may alter the management of the Lower Mississippi River, so the future-with and future-without project conditions may not be accurately modeled.
",,,13,Planning - Plan Formulation,PLP,6361,,5,Other,"MR&T system unknowns risk inaccurate modeling FWOP and future-with project conditions. 
 Inaccurate modeling risks an inaccurate Recommended Plan and flawed designs.",10,3,0,0,0,"At this time, cost and cost impact cannot be determined. Modeling cost estimates are based on the number of alternatives, the type of models, the number of runs, the scenarios run, etc. ",0,0,0,"At this time, schedule delays cannot be determined. Scoping, data collection, and the modeling schedule depend on factors such as the number of alternatives, the model types (for example 1D, 2D, or 3D H&H models), if existing models are available or if models need to be built.",1,1,1,Active,4,Planning,1,1,Project Initiation,5/23/2023 9:09 PM,0,6361,Demetria,Christo,299,299,0,0,0
2,PLP-2,3593,Lower Mississippi River Comprehensive Management Study,,Budget limitations,Resource Availability,5,"Risk: Study budget cannot support the full authorized scope of Lower Mississippi River reevaluation. This could lead to Study Risk (Analytical error, study delays, study cost increase, poor planning decision)
Consequence: There could be analytical error, poor planning decisions made if a limited budget does not allow sufficient modeling for the area of influence. Asking for additional funds to pursue the full relevant system could add study delays and study cost increase.


",4,Very Likely,Very Likely (70% to 90%),,,,13,Planning - Plan Formulation,PLP,6361,,8,Agency Strategy,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:22 PM,0,6361,Demetria,Christo,299,299,0,0,0
3,PLP-3,3593,Lower Mississippi River Comprehensive Management Study,,Budget Limitations,Contract Performance,4,"Risk: Study budget cannot support the full authorized scope of Lower Mississippi River reevaluation, resulting in Outcome Risk (hazard risk and project performance risk).
Consequence: If budget limitations reduce the PDT's  ability to adequately model or evaluate the comprehensive system, constructed features may not adequately address the problems, may not resolve the intended ""adverse outcomes"" from existing structures, and may add unexpected risks to system. For example, an insufficient analysis on a system-wide sediment budget may result in future unanticipated instabilities.


",3,Likely,Likely (50% to 70%),,,,13,Planning - Plan Formulation,PLP,6361,,4,Operations,,5,2,0,0,0,,0,0,0,,1,1,1,Active,7,Operations and Maintenance,22,22,Q1,2/24/2023 8:27 PM,0,6361,Demetria,Christo,299,299,0,0,0
4,PLP-4,3593,Lower Mississippi River Comprehensive Management Study,,External partner and community engagement,Communications,2,"Risk: Delayed external partner and community engagement could delay momentum. Identifying the full scope of stakeholders will take some time. This could result in Schedule delays.
Consequence: Schedule delays could arise if poor or delayed communication results in non consensus or  friction points.

",2,Unlikely,Unlikely (30% to 50%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,60,0,,2,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:31 PM,0,6361,Demetria,Christo,299,299,0,0,0
5,PLP-5,3593,Lower Mississippi River Comprehensive Management Study,,Architecture of Sub-PDTs,Agency Policy and Process,7,"Due to the size of this mega study, the Governance structure will need multiple sub-PDTs. The PDTs may be divided by Problem area, geographically, or by Mission Area.
Different risks may accompany each method for dividing the sub-PDTs.",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:39 PM,0,6361,Demetria,Christo,299,299,0,0,0
6,PLP-6,3593,Lower Mississippi River Comprehensive Management Study,,System-wide sub-PDT,Agency Policy and Process,7,"The Governance structure will likely include a technical sub-PDT body responsible for maintaining consistency on a system-wide scale (ie for H&H modeling, Ecosystem Restoration modeling, lessons learned, legal, etc.) Different risks may accompany the Governance structure depending on what functions the system-wide sub-PDT body includes or excludes.",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:43 PM,0,6361,Demetria,Christo,299,299,0,0,0
7,PLP-7,3593,Lower Mississippi River Comprehensive Management Study,,Impact Area Unknown,Info and Data Analysis,1,"Impact area of study is yet unknown. Impact area is influenced by study area, which has yet to be clearly defined.",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:45 PM,0,6361,Demetria,Christo,299,299,0,0,0
8,PLP-8,3593,Lower Mississippi River Comprehensive Management Study,,Study Area Undefined,Info and Data Analysis,1,"The left and right bounds of the study area have yet to be defined. This contributes some uncertainty to the problems, opportunities, and influence area.",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:48 PM,0,6361,Demetria,Christo,299,299,0,0,0
9,PLP-9,3593,Lower Mississippi River Comprehensive Management Study,,Modifying Mississippi River System,Contract Performance,4,"Despite best modeling efforts, the impacts of modifying the hydraulic and hydrologic functions of the Lower MS River cannot be known until after construction is complete. Discrepancies between the modeled system and actual system could pose operational risks and hazards, and could also add uncertainties to maintenance needs.",3,Likely,Likely (50% to 70%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,"Altering the hydraulics and hydrology of the Lower MS River could have major positive or negative consequences, with a variety of negative outcomes including environmental impacts and legal challenges.",10,3,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 8:54 PM,0,6361,Demetria,Christo,299,299,0,0,0
10,PLP-10,3593,Lower Mississippi River Comprehensive Management Study,,Operations modification or override,Contract Performance,4,"There is currently uncertainty surrounding if the PDT will evaluate modifying operations of the LMR or if current operations will be overridden to overhaul the existing system. Modifying or overriding the current LMR operations each has its own risks. 
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:06 PM,0,6361,Demetria,Christo,299,299,0,0,0
11,PLP-11,3593,Lower Mississippi River Comprehensive Management Study,,Period of Analysis,Info and Data Analysis,1,"The period of analysis has not yet been defined. Selecting a 50-year, 100-year, or 200-year period of analysis each have their own risks. Longer periods of analysis may provide for a greater longevity of solutions based on estimated risks.",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:09 PM,0,6361,Demetria,Christo,299,299,0,0,0
12,PLP-12,3593,Lower Mississippi River Comprehensive Management Study,,Competiting interests among States or Districts,"Stakeholder, Sponsor or Partners",9,"Competing interests among States and Districts could complicate definition of problems and opportunities, resulting in a delayed study timeline
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:12 PM,0,6361,Demetria,Christo,299,299,0,0,0
13,PLP-13,3593,Lower Mississippi River Comprehensive Management Study,,Exclusion of New Madrid seismic zone from analysis,Info and Data Analysis,1,Inclusions and exclusions of problems considered for analysis will impact the level of risk adopted.  A future earthquake in the New Madrid seismic zone may be excluded from the problems identified due to study budget limitations; in this case the risk will need to be assessed. The earthquake has a low likelihood within the period of analysis but high consequence. ,1,Very Unlikely,Very Unlikely (5% to 30%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:25 PM,0,6361,Demetria,Christo,299,299,0,0,0
14,PLP-14,3593,Lower Mississippi River Comprehensive Management Study,,Coincident event,Info and Data Analysis,1,"The current system cannot handle a coincident event of storm surge combined with river high water. There are outcome risks including hazard risks and project performance risks if the coincident is not adequately considered.
Inclusions and exclusions of problems considered for analysis will impact the level of risk adopted in this study.
",4,Very Likely,Very Likely (70% to 90%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,10,4,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:30 PM,0,6361,Demetria,Christo,299,299,0,0,0
15,PLP-15,3593,Lower Mississippi River Comprehensive Management Study,,Reversing adverse outcomes from existing construction,Legal or Regulatory Actions,10,Adverse outcomes from previous existing construction may not be able to be overcome with the new proposed projects. This may result in stakeholder disappointment or even exacerbated adverse effects with legal implications.,0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,7,Operations and Maintenance,22,22,Q1,2/24/2023 9:34 PM,0,6361,Demetria,Christo,299,299,0,0,0
16,PLP-16,3593,Lower Mississippi River Comprehensive Management Study,,Schedule delay,Agency Policy and Process,7,"Risk: Risk of 9 months lost time and decreased efforts that can be invested in the study if the study start date is based on the Implementation Guidance, which specified a study start date upon receipt of funds (May 2022 date) instead of at an originally anticipated October 2023 FCSA signing. This could result in study delays, outcome risk, poor planning decision
Consequence: Regional system may not be considered thoroughly enough to ""reverse"" adverse effects from existing efforts, and may cause new adverse effects. Miscalculating risks and consequences across the whole Lower Mississippi River system could result in new adverse impacts.
Evidence: Mega studies typically require 5years. Coastal Texas Study, the largest mega study to date, required 120 active PDT members for only one state (Texas) . The study already had a 2-year Master Plan that preceded the study start and still took 5 years. If LMR Comp only has 4 years total due to lost time, the need to serve 6 states across multiple districts with diverging interests, 4 years does not seem realistic to create a meaningful re-working of the entire Lower Mississippi River system. This opportunity to reenvision the river will likely  only once in a lifetime, so it is crucial to have sufficient time for meaningful work.
Risk Management: To reduce risk, P0 team will coordinate further. P0 Team will seek an Exemption to IG to identify a start date of right now, a start date at a future FCSA date, start date of when P0 PDT timeline ends, or have a Memorandum of Understanding (MOU)


",5,Extremely Likely,Extremely Likely (90% to 100%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:38 PM,0,6361,Demetria,Christo,299,299,0,0,0
17,PLP-17,3593,Lower Mississippi River Comprehensive Management Study,,Counsel concerns with IG,Legal or Regulatory Actions,10,"Counsel has concerns with the way IG is written. Date that 5-year schedule begins. IG says study begins ""upon receipt of funds"".  Sorting out the start date could cause schedule delays. Not delaying the schedule could result in delayed milestones.
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:40 PM,0,6361,Demetria,Christo,299,299,0,0,0
18,PLP-18,3593,Lower Mississippi River Comprehensive Management Study,,FCSA inclusion unknown,Agency Policy and Process,7,"Because the study is 100% Federally-funded, an FCSA may not be executed. The FCSA signing typically starts the 5-year timeline for a study. The IG states that the 5-year schedule begins upon receipt of funds. Too little working time negatively impacts capabilities within study effort. With a once -in-a-generation opportunity to reenvision the LMR, there is a risk of insufficient analysis if enough time is not granted to this effort.
Risk Reduction: Prepare Exemption packet.
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:47 PM,0,6361,Demetria,Christo,299,299,0,0,0
