PROJECT_ID,PROJECT_NAME,P2_SUB_IDENTIFIER,RISK_ID,RISK_IDENTIFIER,RISK_TREATMENT_ID,RISK_TREATMENT_IDENTIFIER,RISKOWNERDISCIPLINE,RISKTREATMENTTYPE,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,NA,8,PLP-8,1,PLP-8-1,Planning - Plan Formulation,Prevention,"If the nonstructural plan is selected as the recommended plan, it is likely that the landowners will comment during the draft report review process.",0,0,0,0,0,3/6/2024 7:34 PM
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,NA,8,PLP-8,2,PLP-8-2,Planning - Plan Formulation,Prevention,"If a structural or nature-based alternative is selected as the recommended plan, it is likely that right of entry could be used to estimate unwilling landowners. ",0,0,0,0,0,3/6/2024 7:34 PM
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,NA,8,PLP-8,3,PLP-8-3,Planning - Plan Formulation,Prevention,"If nonstructural measures are in the TSP, comments from the public will be considered regarding the willingness of private landowners to participate. Also, during feasibility design, right of entry for investigation purposes will be requested to for any nonstructural measures proposed. The acceptability of right of entry forms will be used to estimate the landowner willingness to participate in the recommended plan.",0,0,1,0,0,3/6/2024 7:35 PM
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,NA,12,PLN-12,1,PLN-12-1,Planning - Environmental,Prevention,Early coordination was initiated with the agencies to discuss the study schedule and identify any potential delays that may occur for the completion of the final report. ,0,0,0,0,0,3/6/2024 7:41 PM
4273,Carpinteria Shoreline,NA,10,EHH-10,1,EHH-10-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Accept the risk as-is. Use values typical of other similar feasibility studies using Beach-fx.,0,0,1,1,0,10/30/2023 8:56 PM
4273,Carpinteria Shoreline,NA,10,EHH-10,2,EHH-10-2,Engineering - Hydrology and Hydraulics,Prevention,Conduct a storm response study on the native shoreline to better quantify the post-storm recovery.,80000,60,0,0,0,10/30/2023 8:56 PM
4273,Carpinteria Shoreline,NA,11,EHH-11,1,EHH-11-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Future changes to the sediment budgets is out of the scope of this study and are applicable to the larger Southern California region in general.,0,0,1,1,0,10/30/2023 9:10 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,7,ECV-7,1,ECV-7-1,Engineering - Civil,Avoidance,1. Preliminary Investigations,0,0,0,0,0,11/1/2023 5:55 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,8,ECV-8,1,ECV-8-1,Engineering - Civil,Avoidance,1. Early coordination with water management and Operations,0,0,0,0,0,11/1/2023 5:57 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,9,OPS-9,1,OPS-9-1,Operations,Avoidance,1. Early coordination with water management and Operations,0,0,0,0,0,11/1/2023 8:26 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,13,PLC-13,1,PLC-13-1,Planning - Cultural Resources,Avoidance,"1. Perform cultural resources investigation during design
2. Monitor during construction",0,0,0,0,0,11/1/2023 8:37 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,13,PLC-13,2,PLC-13-2,Planning - Cultural Resources,Avoidance,"1. Perform cultural resources investigation during design
2. Monitor during construction",0,0,0,0,0,11/1/2023 8:37 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,16,EGT-16,1,EGT-16-1,Engineering - Geotechnical,Avoidance,"1. Accept Risk
2. Extend treatment area",0,0,0,0,0,11/1/2023 8:44 PM
4312,Broomstraw Road Waterline Extension Project Section 340,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.,0,0,0,0,0,11/15/2023 8:10 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,21,PLN-21,1,PLN-21-1,Planning - Environmental,Transfer/Share,Monitor,0,0,1,0,0,11/16/2023 3:53 PM
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,NA,12,PLN-12,2,PLN-12-2,Planning - Environmental,Prevention,Additional time has been considered for the completion of surveys and for the interagency review of the Coordination Act Report. Proposed schedule extensions at the TSP milestone and final report milestones for the evaluation of alternatives satisfy the agency?s need for additional time. ,0,0,1,0,0,3/6/2024 7:41 PM
4276,Wayne Wastewater Treatment Plant Upgrades,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,"
Frequent communication with sponsor to understand Sponsor's time to begin design or construction work",0,0,0,0,0,11/3/2023 6:27 PM
4276,Wayne Wastewater Treatment Plant Upgrades,NA,7,PRM-7,1,PRM-7-1,Project Management,Prevention,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,11/3/2023 6:40 PM
3069,Tampa Harbor Navigation Improvement Study,NA,4,ESD-4,1,ESD-4-1,Engineering - Structural Design,Avoidance,Obtain information on subsurface utilities to include in report. ,0,0,1,1,0,11/13/2023 3:42 PM
4131,Matagorda ship Channel Improvements,NA,5,RLE-5,1,RLE-5-1,Real Estate,Transfer/Share,Risk management measures included adding appropriate contingency to RE costs. ,0,0,0,0,0,11/6/2023 9:52 PM
4279,TEST Wild Rice Habitat Redevelopment,NA,1,OTH-1,1,OTH-1-1,Other,NA,Proposed Risk Response entry,10000,99,1,0,0,11/7/2023 8:12 PM
4279,TEST Wild Rice Habitat Redevelopment,NA,1,OTH-1,2,OTH-1-2,Other,Prevention,Proposed risk response 2,6000,22,0,0,0,11/7/2023 8:12 PM
4279,TEST Wild Rice Habitat Redevelopment,NA,2,PLN-2,1,PLN-2-1,Planning - Environmental,NA,Dredge area deeper so water temperatures can support wild rice.,80000,360,0,0,0,11/7/2023 8:15 PM
4279,TEST Wild Rice Habitat Redevelopment,NA,2,PLN-2,2,PLN-2-2,Planning - Environmental,Avoidance,Plant the wild rice anyways,20000,90,0,0,0,11/7/2023 8:15 PM
4276,Wayne Wastewater Treatment Plant Upgrades,NA,5,PRM-5,1,PRM-5-1,Project Management,Prevention,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,11/3/2023 6:35 PM
4276,Wayne Wastewater Treatment Plant Upgrades,NA,6,PRM-6,1,PRM-6-1,Project Management,Transfer/Share,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,11/3/2023 6:37 PM
3069,Tampa Harbor Navigation Improvement Study,NA,22,EGT-22,1,EGT-22-1,Engineering - Geotechnical,Avoidance,Complete geotechnical surveys as early as possible to determine whether variations occur from the sediment analysis conducted during feasibility. ,0,0,1,1,0,11/14/2023 3:42 PM
4234,The Hoosic River,NA,4,PLC-4,1,PLC-4-1,Planning - Cultural Resources,Transfer/Share,Investigations will be conducted as early in the planning process as possible.,0,0,0,0,0,11/15/2023 4:39 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,17,PRM-17,1,PRM-17-1,Project Management,Avoidance,"Structure construction contract to address possible continuing resolutions
",0,0,0,0,0,11/15/2023 5:50 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,17,PRM-17,2,PRM-17-2,Project Management,Transfer/Share,Accept the risk during feasibility and PED.,0,30,1,1,0,11/15/2023 5:50 PM
4312,Broomstraw Road Waterline Extension Project Section 340,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,0,0,0,0,0,11/15/2023 8:15 PM
4312,Broomstraw Road Waterline Extension Project Section 340,NA,7,PRM-7,1,PRM-7-1,Project Management,Prevention,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,11/15/2023 8:26 PM
4113,Wappapello Dam - Dam Safety Modification Study,NA,19,PLN-19,1,PLN-19-1,Planning - Environmental,Avoidance,"Accept Risk
",0,0,0,0,0,11/16/2023 3:49 PM
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",NA,23,EGT-23,1,EGT-23-1,Engineering - Geotechnical,Avoidance,Coordination with BOEM during the feasibility and PED phases regarding the project and future sand needs.,20000,30,1,0,0,4/17/2024 8:29 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,23,PLP-23,1,PLP-23-1,Planning - Plan Formulation,Transfer/Share,"Accept that if an effort is moved into Purpose A, that the analyses would additional resource request for time and money.",1000000,365,1,1,0,12/1/2023 7:37 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,14,PLN-14,1,PLN-14-1,Planning - Environmental,Transfer/Share,Coordinated with VT.,0,0,0,0,0,12/4/2023 4:58 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,24,PLN-24,1,PLN-24-1,Planning - Environmental,Transfer/Share,Coordinated with VT.,0,0,0,0,0,12/4/2023 5:00 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,26,ECS-26,1,ECS-26-1,Engineering - Cost,Prevention,"Rely on semi-quantitative analyses prior to detailed modeling and analysis of the TSP
",0,0,0,0,0,12/5/2023 5:25 PM
4280,Reedy Middle Fork Water Extension Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Avoidance,Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.,0,0,0,0,0,10/26/2023 6:27 PM
4280,Reedy Middle Fork Water Extension Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Avoidance,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,0,0,0,0,0,10/26/2023 6:28 PM
4280,Reedy Middle Fork Water Extension Project,NA,5,PRM-5,1,PRM-5-1,Project Management,Avoidance,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,10/26/2023 6:31 PM
1844,"Fairfield & New Haven Counties, CT Flooding",NA,3,ECV-3,1,ECV-3-1,Engineering - Civil,Prevention,"Initial efforts are to obtain accurate topo survey data of each area where the floodwall will end. Based upon this information, the designer can determine if adequate elevations and space are present in the configuration figuration and length. Coordination with CTDOT and City of New Haven is required to understand embankment usage and proposed access road impacts.",0,0,0,0,0,10/27/2023 2:33 PM
3544,Test A Project,NA,3,PLP-3,1,PLP-3-1,Planning - Plan Formulation,Prevention,wUIEHUEHU,1000000,55,0,1,0,11/28/2023 3:37 PM
2126,Amite River and Tributaries - East of the MS River Analysis,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,"CEMVD is requesting additional time and money Exemption for study reformulation to include further evaluation of EJ on the Darlington dam as well as reevaluating the nonstructural only plan using different aggregation criteria to better assess the 4 P&G accounts. As a result, there is the possibility of a Locally Preferred Plan (LPP) or a revised NED Plan that may qualify under a Categorical Exemption.
Risk Register : Amite River & Tributaries - Comprehensive Study East of the Mississippi River, LA Flood Risk Management Feasibility Study
1 """,1910000,720,1,1,0,11/28/2023 4:08 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,31,EHH-31,1,EHH-31-1,Engineering - Hydrology and Hydraulics,Prevention,"Use a combination of qualitative and semi-quantitative analyses to identify and reduce number of problem sites to be assessed.
",0,0,0,0,0,12/5/2023 5:36 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,5,PLE-5,1,PLE-5-1,Planning - Economics,Transfer/Share,"Use DEM and desktop survey to understand on a sample to determine how far the elevation above the grade and take a field visit.
",0,0,0,0,0,12/4/2023 1:23 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,6,PLE-6,1,PLE-6-1,Planning - Economics,Transfer/Share,Carefully delineate the line between the areas covered by each model.  Use lessons learned from previous applications of each model to inform best practices.,0,0,0,0,0,12/4/2023 1:25 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,7,PGM-7,1,PGM-7-1,Programs Management,Transfer/Share,Accept and work closely with vertical team.,0,0,0,0,0,12/4/2023 1:33 PM
5492,Eagle Creek Section 205 Flood Risk Management Study,NA,5,EHH-5,1,EHH-5-1,Engineering - Hydrology and Hydraulics,Avoidance,2-D modeling has been incorporated into the study. ,10000,30,0,0,0,9/4/2024 6:40 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,20,PLP-20,1,PLP-20-1,Planning - Plan Formulation,Transfer/Share,Schedule and budget reflects appropriate time and money and contingency to account for complexities and potential complications.,0,0,0,0,0,12/4/2023 1:52 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,19,PLP-19,1,PLP-19-1,Planning - Plan Formulation,Transfer/Share,Accept.  Evaluate alternatives as appropriate.,0,0,0,0,0,12/4/2023 1:54 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,21,PLP-21,1,PLP-21-1,Planning - Plan Formulation,Transfer/Share,Accept risk.  Work with VT and economists to ensure damages and costs avoided are appropriately captured.,0,0,0,0,0,12/4/2023 1:57 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,21,PLP-21,2,PLP-21-2,Planning - Plan Formulation,Transfer/Share,Accept risk.  Work with VT and economists to ensure damages and costs avoided are appropriately captured.,0,0,0,0,0,12/4/2023 1:57 PM
4053,Atlantic Coast New York South Shore of Long Island Coastal Storm Risk Management Feasibility Study,NA,22,ECV-22,1,ECV-22-1,Engineering - Civil,Transfer/Share,Accept and make risk informed decisions during study phase.,0,0,0,0,0,12/4/2023 2:03 PM
5721,Cleveland Harbor DMMP,NA,1,PRM-1,2,PRM-1-2,Project Management,Prevention,"Identify additional capacity at CDF12 through re-use operations or otherwise. Adjust the prelim assessment recommendation to extend the capacity available within the base plan. If required, build additional capacity into the 217 agreement under negotiation for CDF12 to allow for limited placement above the identified capacity. This may allow for some dredging to occur in 2030.",50000,30,0,0,0,9/4/2024 5:15 PM
4412,Boyd County Economic Development Site Sewer Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Transfer/Share,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.,1,1,0,0,0,12/11/2023 7:34 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,6,PLN-6,1,PLN-6-1,Planning - Environmental,Avoidance,Improve communication; gain Vertical Team alignment to TSP,0,0,0,0,0,12/4/2023 6:47 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,7,PLN-7,1,PLN-7-1,Planning - Environmental,Avoidance,Coordinate early and often with the appropriate permitting/review agencies to facilitate and expedite the process.,0,0,0,0,0,12/4/2023 6:50 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,8,PLN-8,1,PLN-8-1,Planning - Environmental,Avoidance,Request data from cooperating agencies.,0,0,0,0,0,12/4/2023 6:53 PM
5721,Cleveland Harbor DMMP,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Seek review parallel opportunities to reduce overall impact to the DMMP schedule. ,0,0,0,0,0,9/4/2024 5:40 PM
3544,Test A Project,NA,1,EME-1,1,EME-1-1,Engineering - Mechanical,Transfer/Share,do nothing,0,0,1,1,0,3/29/2024 6:40 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,11,EHH-11,1,EHH-11-1,Engineering - Hydrology and Hydraulics,Avoidance,N/A,0,0,0,0,0,12/4/2023 7:17 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,12,RLE-12,1,RLE-12-1,Real Estate,Avoidance,"Closely coordinating RE requirements with EN, OP, PM, and RE
",0,0,0,0,0,12/4/2023 7:32 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,17,RLE-17,1,RLE-17-1,Real Estate,Avoidance,PDT/ Vertical Team coordination in conjunction with milestone meetings.,0,0,0,0,0,12/4/2023 7:43 PM
5839,Comprehensive Water Resources Plan for Fern Hollow Creek,NA,1,PLP-1,1,PLP-1-1,Planning - Plan Formulation,Transfer/Share,We acknowledge the risk and will know by the end of the year if PWSA will provide the additional survey info.,20000,120,0,0,0,9/4/2024 7:39 PM
4391,"Middle Rio Grande Flood Protection Project, Bernalillo to Belen, Mountain View Unit",NA,1,ECS-1,1,ECS-1-1,Engineering - Cost,Prevention,Try to mitigate cost increases through labor efficiencies and continual risk assessment throughout all design milestones.  ,1,0,0,0,0,12/4/2023 9:43 PM
4391,"Middle Rio Grande Flood Protection Project, Bernalillo to Belen, Mountain View Unit",NA,2,EHH-2,1,EHH-2-1,Engineering - Hydrology and Hydraulics,Transfer/Share,PDT won't know that existing scope requires changes to the levee alignment until we're in the design phase.,1,60,0,0,0,12/4/2023 9:56 PM
4234,The Hoosic River,NA,18,ECV-18,2,ECV-18-2,Engineering - Civil,Prevention,The PDT was given the additional funding requested (1.3M) to support these efforts and an increased study time. ,0,0,0,0,0,7/18/2024 2:29 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,25,PLN-25,1,PLN-25-1,Planning - Environmental,Transfer/Share,"Prioritize either the rehydration project objective or the critical habitat needs instead of trying to find a balance. 
",10000,270,1,0,0,11/3/2023 8:50 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,27,PLP-27,1,PLP-27-1,Planning - Plan Formulation,Prevention,"Provide as much information as possible during draft PIR, explain additional details that could be available with final PIR
",5000,30,1,0,0,11/3/2023 9:00 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,28,PRM-28,1,PRM-28-1,Project Management,Avoidance,"Provide as much contingency as reasonable. 
",1000000,180,1,0,0,11/3/2023 9:15 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,29,RLE-29,1,RLE-29-1,Real Estate,Avoidance,"Coordination ongoing with real estate to determine level of effort for time and budget. 
",50000,60,1,0,0,11/3/2023 9:23 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,30,PLN-30,1,PLN-30-1,Planning - Environmental,Avoidance,"Coordination ongoing with Miami-Dade County and USACE hydrogeology experts. 
",10000,30,1,0,0,11/3/2023 9:27 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,31,PLN-31,1,PLN-31-1,Planning - Environmental,Avoidance,"Coordination ongoing with modeling team, environmental team. Different features considered in Round 3 modeling.
",10000,60,1,0,0,11/3/2023 9:30 PM
4172,Middle Peninsula State Park,NA,14,EHH-14,1,EHH-14-1,Engineering - Hydrology and Hydraulics,Prevention,On going communication and coordination with the PDT.,0,0,1,0,0,11/28/2023 3:11 PM
4234,The Hoosic River,NA,5,PLC-5,1,PLC-5-1,Planning - Cultural Resources,Transfer/Share,Consultation on and drafting of the MOA will take place as early in the planning process as possible.,0,0,0,0,0,11/15/2023 4:42 PM
4312,Broomstraw Road Waterline Extension Project Section 340,NA,6,PRM-6,1,PRM-6-1,Project Management,Transfer/Share,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,11/15/2023 8:23 PM
5721,Cleveland Harbor DMMP,NA,1,PRM-1,1,PRM-1-1,Project Management,Prevention,Identify spin-off supplemental decision documents (Preliminary Assessments or Beneficial Use Decision Document Integration (BUDDI)) that may recommend acceptable interim base plans on a faster timeframe than the 20-year DMMP schedule. This would allow for additional capacity to be recommended and approved while the 20-year DMMP is finalized and subsequent required design and agreements executed.,250000,365,0,0,0,9/4/2024 5:12 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,1,PLP-1,1,PLP-1-1,Planning - Plan Formulation,Avoidance,"Avoid as best as possible by communicating early and often with PDT, leadership, and VT.",0,0,0,0,0,12/6/2023 6:20 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,10,PLN-10,1,PLN-10-1,Planning - Environmental,Avoidance,Coordinate early and often with the appropriate agencies to resolve issues.,0,0,0,0,0,12/4/2023 7:12 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,15,RLE-15,1,RLE-15-1,Real Estate,Avoidance,Perform gross appraisal/appraisal analysis as soon as sufficient plan detail is available,0,0,0,0,0,12/4/2023 7:39 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,35,RLE-35,1,RLE-35-1,Real Estate,Avoidance,"If possible, the risk should be avoidance",0,30,0,0,0,12/6/2023 1:09 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,35,RLE-35,2,RLE-35-2,Real Estate,Transfer/Share,"If the TSP involves a uniform deepening of the waterway, then acceptance is the only alternative besides mitigation to the extent possible (obtaining any available data).  ",0,0,0,0,0,12/6/2023 1:11 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,35,RLE-35,3,RLE-35-3,Real Estate,Prevention,Identify utilities through geodatabases and available information,0,30,0,0,0,12/6/2023 1:12 PM
4412,Boyd County Economic Development Site Sewer Project,NA,1,PRM-1,1,PRM-1-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project.,0,22,0,0,0,12/11/2023 7:29 PM
4412,Boyd County Economic Development Site Sewer Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Prevention,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,12/11/2023 7:47 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,19,PLE-19,1,PLE-19-1,Planning - Economics,NA,"Communication with PDT on changes to schedule as iterative screening takes place
",0,0,0,0,0,12/4/2023 7:47 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,37,PRM-37,1,PRM-37-1,Project Management,Prevention,"Find efficiencies where possible, communicate early and often with Vertical Team. ",0,0,0,0,0,9/3/2024 7:10 PM
4772,Dickenson Co 202,NA,5,ECS-5,1,ECS-5-1,Engineering - Cost,Prevention,"Consider the acquisition strategy that has the most competition for the best price. 
",0,0,0,0,0,3/21/2024 4:09 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,39,EHH-39,1,EHH-39-1,Engineering - Hydrology and Hydraulics,Prevention,"Communicate early and often with Vertical Team, collaborate with pilots and waterway users to best understand how the system is used",0,0,0,0,0,9/4/2024 5:08 PM
4172,Middle Peninsula State Park,NA,6,RLE-6,1,RLE-6-1,Real Estate,Avoidance,Examine all possibilities for laydown and construction access during feasibility to allow ample time/consideration of real estate requirements to be completed prior to construction.,0,0,1,0,0,11/27/2023 7:38 PM
4415,Boyd County Economic Development Site Water Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Prevention,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,12/11/2023 8:14 PM
5517,Crab Creek Water Treatment Improvements,NA,2,PRM-2,2,PRM-2-2,Project Management,Transfer/Share,"Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract
",500,22,0,0,0,7/19/2024 5:23 PM
5517,Crab Creek Water Treatment Improvements,NA,7,PRM-7,1,PRM-7-1,Project Management,Transfer/Share,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,500,0,0,0,0,7/19/2024 7:09 PM
5517,Crab Creek Water Treatment Improvements,NA,8,PRM-8,1,PRM-8-1,Project Management,Avoidance,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,4000,44,0,0,0,7/19/2024 7:14 PM
5517,Crab Creek Water Treatment Improvements,NA,9,PRM-9,1,PRM-9-1,Project Management,Prevention,Frequent communication with USACE employees to promote understanding of project's current budget.  Possibly reduce Sponsor's reimbursement.,1000,0,0,0,0,7/19/2024 7:17 PM
4431,Rock Cut Lower Dam Overhaul,NA,3,SAF-3,1,SAF-3-1,Safety,Transfer/Share,Follow EM-385 guidance for working near water. Calculate project schedule and resourcing as accurately as possible to identify the additional challenges and allow time for thoughtful and careful work. ,0,0,0,0,0,1/9/2024 1:46 PM
4172,Middle Peninsula State Park,NA,1,RLE-1,1,RLE-1-1,Real Estate,Avoidance,Screen proposed alternatives that encroach into the oyster lease.,0,0,0,1,0,2/7/2024 1:25 PM
4172,Middle Peninsula State Park,NA,1,RLE-1,2,RLE-1-2,Real Estate,Prevention,Conversations with VMRC and private oyster lease holder during planning phase to identify and mitigate potential impacts. Both VMRC and the lease holder advised they don't expect impacts to permitting and/or oyster operations if recommended plan does not encroach into leases. No specific buffer requirements identified.,0,0,0,1,0,2/7/2024 1:28 PM
4172,Middle Peninsula State Park,NA,12,EHH-12,1,EHH-12-1,Engineering - Hydrology and Hydraulics,Avoidance,Coordinate with Real Estate early on and throughout the process.,0,0,1,1,0,2/7/2024 1:46 PM
4172,Middle Peninsula State Park,NA,12,EHH-12,2,EHH-12-2,Engineering - Hydrology and Hydraulics,Avoidance,Consider private oyster leases constraints when evaluating measures/alternatives.,0,0,1,1,0,2/7/2024 1:46 PM
4172,Middle Peninsula State Park,NA,12,EHH-12,3,EHH-12-3,Engineering - Hydrology and Hydraulics,Prevention,"Conversations with VMRC and private oyster lease holder during planning phase to identify and mitigate potential impacts. Both VMRC and the lease holder advised they don't expect impacts of permitting and/or oyster operations if recommended plan does not encroach into leases. No specific buffer requirements identified; however, maintaining a buffer to the greatest extent possible is a goal for safety and protection of the federal project.",0,0,1,1,0,2/7/2024 1:46 PM
4172,Middle Peninsula State Park,NA,12,EHH-12,4,EHH-12-4,Engineering - Hydrology and Hydraulics,Avoidance,Screen proposed alternatives that encroach in to the oyster lease.,0,0,0,1,0,2/7/2024 1:46 PM
235,"PECKMAN RIVER BASIN, NJ",NA,4,EHH-4,1,EHH-4-1,Engineering - Hydrology and Hydraulics,Prevention,PDT will mitigate risks of impacts due to changes in H&H model outputs by adjusting project features to perform as intended without undue scour & sedimentation impacts.,0,0,1,0,0,2/7/2024 5:04 PM
4314,"Waccamaw River, SC (FRM)",NA,14,PLC-14,1,PLC-14-1,Planning - Cultural Resources,Avoidance,This risk will be avoided by deferring a programmatic agreement until the PED phase. ,0,0,0,0,0,2/7/2024 5:20 PM
4275,Pennsboro Wastewater Collection System Improvements,NA,1,PRM-1,1,PRM-1-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project,0,22,0,0,0,10/24/2023 1:12 PM
4275,Pennsboro Wastewater Collection System Improvements,NA,4,PRM-4,1,PRM-4-1,Project Management,Prevention,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,10/24/2023 1:23 PM
4277,City of Norfolk CSRM,NA,3,PLP-3,1,PLP-3-1,Planning - Plan Formulation,Transfer/Share,Review boundary conditions of H&H data to identify problem areas for future study.,0,0,0,1,0,10/25/2023 12:22 PM
4692,Daytona Beach Flood Control (Inland FRM),NA,9,PRM-9,1,PRM-9-1,Project Management,Avoidance,"Have dedicated time for the groups that will be using model outputs to discuss, rearrange, and determine before model handoffs. ",0,0,1,0,0,2/23/2024 8:37 PM
4553,Rio Chama Acequia Association: Chamita Diversion,NA,1,LGL-1,1,LGL-1-1,Office of Counsel,Prevention,Mitigation measure would be to reach out and apply visibility to the issue of it not being signed and the inflated costs it is creating. ,1327500,100,0,0,0,1/2/2024 7:31 PM
