PROJECT_ID,PROJECT_NAME,P2_NUMBER,P2_SUB_IDENTIFIER,P2_PROGRAM_CODE,CAP,USACE_ORGANIZATION,DISTRICT_CODE,PROGRAMTYPEID,PROGRAMTYPENAME,PROGRAMTYPECODE,PRIMARYMISSIONID,PRIMARYMISSION,STUDYTYPEID,STUDYTYPENAME,PROJECT_LATITUDE,PROJECT_LONGITUDE,LIFECYCLEPHASEID,LIFECYCLEPHASENAME,LIFECYCLEPHASEBUDGET,LIFECYCLESTARTDATE,LIFECYCLEENDDATE,EDITDATE,ORG_ORDER,PROG_TYPE_ORDER,PRIM_MISSION_ORDER
5517,Crab Creek Water Treatment Improvements,521477,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.7501,-82.1887,4,Planning,18000,2024-06-12T05:00:00Z,2025-02-11T05:00:00Z,7/18/2024,4,1,117
5532,Danville Wastewater Treatment Plant Improvement Project,521194,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.1028,-81.8472,4,Planning,19000,2024-06-07T05:00:00Z,2025-03-04T05:00:00Z,7/22/2024,4,1,117
5533,Diana Guardian Waterline Extension,521292,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.6336,-80.4679,4,Planning,19000,2024-06-07T05:00:00Z,2025-02-07T05:00:00Z,7/22/2024,4,1,117
5534,Town of Davy Water Treatment Plant Upgrade,514496,NA,013692,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,37.47327,-81.64370000000001,4,Planning,18000,2023-07-28T05:00:00Z,2024-11-20T05:00:00Z,7/23/2024,4,1,117
5535,Sec 340 - Marlinton Sewer Pump Station Upgrade Project,521294,NA,014183,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.2235,-80.09450000000001,4,Planning,19000,2024-06-04T05:00:00Z,2025-02-13T05:00:00Z,7/23/2024,4,1,117
5552,Sec 340 - Richwood WWTP Replacement Project,521478,NA,117533,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.2248,-80.5331,4,Planning,19000,2024-06-12T05:00:00Z,2025-02-11T05:00:00Z,7/24/2024,4,1,117
5572,TEST NEW FUNDTYPE,100044,NA,NA,no,Far East District(POF),POF,2,Military Program,mp,119,Standard Construction,NA,NA,23.106679999999997,-79.53096,11,Closeout,12222,2024-05-05T05:00:00Z,2024-09-25T05:00:00Z,7/26/2024,44,2,119
5592,Martin Co.,112505,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,37.8,-82.52,6,Construction,61137023,2020-01-01T05:00:00Z,2030-01-01T05:00:00Z,7/29/2024,4,1,1
5612,Pike Co. (Tug-Tribs),112460,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,37.46902,-82.39587,6,Construction,247252898,2020-01-01T05:00:00Z,2030-01-01T05:00:00Z,7/30/2024,4,1,1
5632,Renovate and Construct for 414 FG and FS,520555,NA,NA,no,Louisville District(LRL),LRL,2,Military Program,mp,118,Major Construction,NA,NA,34.958,-78.13477,9,Design,750000,2024-09-18T05:00:00Z,2025-05-19T05:00:00Z,7/31/2024,5,2,118
5634,"CY25_ROKFC_F14R501_DMO Flight Simulator, Osan AB",515882,000000,515882,no,Far East District(POF),POF,2,Military Program,mp,118,Major Construction,NA,NA,37.08339,-232.97367,9,Design,2034300,2022-05-03T05:00:00Z,2024-08-30T05:00:00Z,8/2/2024,44,2,118
5635,"CY25_ROKFC F14R501, (Secure) DMO Flight Simulator, Osan AB",515882,000002,515882,no,Far East District(POF),POF,2,Military Program,mp,118,Major Construction,NA,NA,37.08394,-232.97333,9,Design,1354282,2022-05-03T05:00:00Z,2025-08-17T05:00:00Z,8/2/2024,44,2,118
5636,"CY25_ROKFC F21R173_Repair Aircraft Maintenance Hanger B-1732, Osan AB",506278,000000,506278,no,Far East District(POF),POF,2,Military Program,mp,118,Major Construction,NA,NA,37.08329,-232.97247,9,Design,831884,2023-06-22T05:00:00Z,2025-08-31T05:00:00Z,8/2/2024,44,2,118
5637,"CY25_ROKFC F21R511_Water Supply Treatment Facility, Osan AB",506922,000000,506922,no,Far East District(POF),POF,2,Military Program,mp,118,Major Construction,NA,NA,37.08038,-232.97195,9,Design,2999549,2023-09-27T05:00:00Z,2025-02-14T05:00:00Z,8/2/2024,44,2,118
5638,Pike Levisa - Coal Run Levee,399516,399516.3.3.2,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,37.510819999999995,-82.56020000000001,5,Pre-Construction Engineering and Design (PED),13494000,2020-10-26T05:00:00Z,2026-09-01T05:00:00Z,8/2/2024,4,1,1
5640,Hamilton Army Airfield Restoration Project,103861,NA,NA,no,San Francisco District(SPN),SPN,5,Environmental,env,122,Environmental (ENV),NA,NA,38.05995,-122.50703,27,NA,123904139,2002-04-22T05:00:00Z,2029-02-21T05:00:00Z,8/7/2024,34,5,122
5659,"Brunswick County Beaches, Oak Island Portion, General Reevaluation",495071,NA,NA,no,Wilmington District(SAW),SAW,1,Civil Works,cw,4,Coastal Storm Risk Management,4,General Re-evaluation,33.914359999999995,-78.14842,4,Planning,5000000,2023-10-19T05:00:00Z,2028-01-07T05:00:00Z,8/12/2024,30,1,4
5660,Fruitvale Avenue Railroad Bridge Disposition Study,487199,NA,NA,no,San Francisco District(SPN),SPN,1,Civil Works,cw,117,Other,10,Other,37.76916,-122.23038,4,Planning,823000,2023-05-18T05:00:00Z,2026-02-13T05:00:00Z,8/12/2024,34,1,117
5679,Rough River Dam Safety,145870,NA,NA,no,Louisville District(LRL),LRL,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,37.61913,-86.50068,5,Pre-Construction Engineering and Design (PED),50000000,2013-08-05T05:00:00Z,2024-11-15T05:00:00Z,8/13/2024,5,1,1
5719,"Jackson County, KY Section 531 - Intake Line Replacement",507952,NA,NA,no,Nashville District(LRN),LRN,1,Civil Works,cw,8,Water Management and Reallocation,10,Other,37.37751,-83.913595,5,Pre-Construction Engineering and Design (PED),25000,2023-10-05T05:00:00Z,2025-01-13T05:00:00Z,8/15/2024,6,1,8
5720,City of Atlanta Water Line Condition Assessment,521428,NA,521428,no,Savannah District(SAS),SAS,1,Civil Works,cw,117,Other,10,Other,33.78306,-84.38389,4,Planning,990500,2024-06-17T05:00:00Z,2026-10-29T05:00:00Z,8/15/2024,29,1,117
5721,Cleveland Harbor DMMP,461844,NA,461844,no,Buffalo District(LRB),LRB,1,Civil Works,cw,16,Inland Navigation,10,Other,41.50318,-81.71193,4,Planning,1600000,2024-07-01T05:00:00Z,2027-07-01T05:00:00Z,8/15/2024,1,1,16
5722,Osceola Harbor Expansion,518521,NA,NA,yes,Memphis District(MVM),MVM,1,Civil Works,cw,16,Inland Navigation,2,CAP Decision Document,35.68719,-89.95367,1,CAP Feasibility,600000,2024-08-01T05:00:00Z,2025-05-31T05:00:00Z,8/15/2024,9,1,16
5759,P2 501969 - Building 198 Roof Replacement - NSWC Crane,501969,NA,NA,no,Louisville District(LRL),LRL,2,Military Program,mp,119,Standard Construction,NA,NA,39.027719999999995,-86.66015999999999,24,NA,3000000,2024-08-09T05:00:00Z,2025-02-19T05:00:00Z,8/20/2024,5,2,119
5779,Pueblo of Isleta CAP Sec 1135,468123,NA,NA,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,1,General Investigations Feasibility,34.90125,-106.71125,4,Planning,1500000,2024-05-30T05:00:00Z,2027-05-30T05:00:00Z,8/26/2024,31,1,6
5780,Flint Lake Aquatic Ecosystem Restoration,521694,NA,NA,yes,Chicago District(LRC),LRC,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,42.20348,-88.17008,1,CAP Feasibility,100000,2024-07-17T05:00:00Z,2024-10-17T05:00:00Z,8/26/2024,2,1,6
5800,Peninsula Coastal Storm Risk Management,452955,NA,NA,no,Norfolk District(NAO),NAO,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,37.01504,-76.36852999999999,4,Planning,3200000,2024-07-26T05:00:00Z,2027-07-27T05:00:00Z,8/27/2024,17,1,4
5819,"Rahway Fluvial, NJ",502592,NA,NA,no,New York District(NAN),NAN,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,40.60405,-74.27654,4,Planning,3000000,2023-02-28T05:00:00Z,2026-02-27T05:00:00Z,9/3/2024,16,1,1
5820,Spring Creek South,495929,NA,495929,no,New York District(NAN),NAN,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,40.65365,-73.83473,4,Planning,3000000,2024-10-01T05:00:00Z,2028-09-30T05:00:00Z,9/3/2024,16,1,4
5839,Comprehensive Water Resources Plan for Fern Hollow Creek,517726,NA,NA,no,Pittsburgh District(LRP),LRP,1,Civil Works,cw,9,Watershed Studies,7,Watershed Study,40.43535,-79.89902,3,Planning,212440,2024-06-10T05:00:00Z,2025-12-31T05:00:00Z,9/4/2024,7,1,9
5879,OBL 2 3155 Research Blvd,475429,NA,NA,no,Louisville District(LRL),LRL,2,Military Program,mp,119,Standard Construction,NA,NA,39.689502999999995,-84.168823,9,Design,85400,2024-05-14T05:00:00Z,2024-09-30T05:00:00Z,9/12/2024,5,2,119
5899,VEHICLE INSPECTION FACILITY,513966,NA,NA,no,Louisville District(LRL),LRL,2,Military Program,mp,119,Standard Construction,NA,NA,44.986656,-93.258133,10,Solicitation,1,2024-08-05T05:00:00Z,2024-09-18T05:00:00Z,9/17/2024,5,2,119
5919,Southwest Coastal Louisiana Nonstructural Coastal Storm Risk Management Project,514673,NA,NA,no,Rock Island District(MVR),MVR,1,Civil Works,cw,4,Coastal Storm Risk Management,NA,NA,30.16175,-93.24921,5,Pre-Construction Engineering and Design (PED),1,2024-07-08T05:00:00Z,2027-10-11T05:00:00Z,9/18/2024,12,1,4
5939,"Chesapeake Bay Oyster Recovery Program, Tangier-Pocomoke Sound",505450,NA,010433,no,Norfolk District(NAO),NAO,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,37.82416,-75.98145,4,Planning,3000000,2024-09-03T05:00:00Z,2026-07-30T05:00:00Z,9/20/2024,17,1,6
5959,City of Williamson Water System Upgrade Project Section 340,505201,NA,014183,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,37.6743,-82.2774,5,Pre-Construction Engineering and Design (PED),48000,2022-12-22T05:00:00Z,2025-11-07T05:00:00Z,9/23/2024,4,1,117
4166,"FY22 BIL MKARNS 12-Ft CH AR, OK CONST",505043,NA,NA,no,Southwestern Division(SWD),SWD,1,Civil Works,cw,16,Inland Navigation,5,Validation,35.394957,-94.431399,5,Pre-Construction Engineering and Design (PED),102229000,2022-12-10T05:00:00Z,2025-08-01T05:00:00Z,9/14/2023,59,1,16
4171,Town of West Union Wastewater System Improvements Project,514088,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,39.2965,-80.777,4,Planning,13250,2023-07-26T05:00:00Z,2024-02-08T05:00:00Z,9/18/2023,4,1,117
4172,Middle Peninsula State Park,492804,NA,NA,no,Norfolk District(NAO),NAO,5,Environmental,env,122,Environmental (ENV),NA,NA,37.32682,-76.5887,20,Planning,680000,2022-11-01T05:00:00Z,2025-06-01T05:00:00Z,9/19/2023,17,5,122
4173,Mt Zion Water System Improvements Project,514525,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.828500000000005,-81.13210000000001,4,Planning,13500,2023-07-05T05:00:00Z,2024-05-07T05:00:00Z,9/20/2023,4,1,117
4174,Port of Palacios Turning Basin Improvement CAP,503007,NA,503007,yes,Galveston District(SWG),SWG,1,Civil Works,cw,3,Small Boat Harbors,2,CAP Decision Document,28.69676,-96.23182,1,CAP Feasibility,519000,2023-09-08T05:00:00Z,2025-10-14T05:00:00Z,9/22/2023,36,1,3
4191,Broward County Water Preserve Areas (BCWPA),114627,NA,NA,no,Jacksonville District(SAJ),SAJ,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,5,Validation,26.023529999999997,-80.44077999999999,5,Pre-Construction Engineering and Design (PED),281506000,2006-01-01T05:00:00Z,2025-03-01T05:00:00Z,9/26/2023,27,1,6
4211,Ohio Riverfront Cincinnati,112807,NA,NA,no,Louisville District(LRL),LRL,1,Civil Works,cw,7,Recreation,1,General Investigations Feasibility,39.09433,-84.51164,4,Planning,1666000,2023-01-27T05:00:00Z,2025-01-16T05:00:00Z,9/29/2023,5,1,7
4231,Boone Siphon,406129,NA,NA,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,NA,NA,31.76332,-106.44209,5,Pre-Construction Engineering and Design (PED),1000000,2019-10-18T05:00:00Z,2024-01-05T05:00:00Z,10/2/2023,31,1,117
4232,NESP Navigation Program,NA,NA,489148,no,Rock Island District(MVR),MVR,1,Civil Works,cw,16,Inland Navigation,10,Other,41.51506,-90.55316,4,Planning,20000000,2020-05-01T05:00:00Z,2035-09-28T05:00:00Z,10/3/2023,12,1,16
4233,FE Walter Dam Re-Evaluation Study,073825,NA,073825,no,Philadelphia District(NAP),NAP,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,41.114709999999995,-75.72419,4,Planning,8150000,2019-09-25T05:00:00Z,2027-03-30T05:00:00Z,12/7/2023 3:12 PM,18,1,1
4234,The Hoosic River,503230,NA,503230,no,New York District(NAN),NAN,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,42.69215,-73.10576999999999,4,Planning,3000000,2023-08-22T05:00:00Z,2026-08-21T05:00:00Z,2/22/2024 2:07 PM,16,1,1
4235,Tow Path Park GLFER - Ecosystem Restoration,496543,NA,NA,yes,Buffalo District(LRB),LRB,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,41.407779999999995,-84.04952999999999,1,CAP Feasibility,900000,2023-05-01T05:00:00Z,2025-11-01T05:00:00Z,10/4/2023,1,1,6
4251,"Riverton, Chattanooga Streambank Stabilization",496378,NA,NA,yes,Nashville District(LRN),LRN,1,Civil Works,cw,117,Other,2,CAP Decision Document,35.097249999999995,-85.26147,1,CAP Feasibility,100000,2023-07-11T05:00:00Z,2025-03-28T05:00:00Z,10/10/2023,6,1,117
4271,Test20231016,NA,NA,NA,no,Baltimore District(NAB),NAB,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,37.16032,-76.15723,4,Planning,300000,2023-10-16T05:00:00Z,2026-10-16T05:00:00Z,10/16/2023,14,1,4
4272,Tenakill Brook,501937,NA,NA,yes,New York District(NAN),NAN,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,40.948196,73.964064,1,CAP Feasibility,1500000,2023-09-01T05:00:00Z,2024-07-31T05:00:00Z,10/18/2023,16,1,1
4273,Carpinteria Shoreline,494231,NA,NA,yes,Los Angeles District(SPL),SPL,1,Civil Works,cw,4,Coastal Storm Risk Management,2,CAP Decision Document,34.3909,-119.52147,1,CAP Feasibility,2350000,2020-11-25T05:00:00Z,2025-11-12T05:00:00Z,10/19/2023,33,1,4
4274,Yolo Bypass Comprehensive Study,499690,NA,NA,no,Sacramento District(SPK),SPK,1,Civil Works,cw,101,Comprehensive Study,NA,NA,38.52735,-121.60835,4,Planning,13800000,2023-10-18T05:00:00Z,2029-03-21T05:00:00Z,5/9/2024,32,1,101
4275,Pennsboro Wastewater Collection System Improvements,515455,NA,076285,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,39.2865,-80.9672,4,Planning,15000,2023-09-28T05:00:00Z,2024-05-06T05:00:00Z,10/23/2023,4,1,117
4276,Wayne Wastewater Treatment Plant Upgrades,515446,NA,014183,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,NA,NA,38.1346,-82.2626,4,Planning,15000,2023-09-28T05:00:00Z,2024-05-15T05:00:00Z,10/24/2023,4,1,117
4277,City of Norfolk CSRM,504518,NA,NA,no,Norfolk District(NAO),NAO,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,36.85641,-76.27962,6,Construction,2660532000,2023-10-16T05:00:00Z,2032-10-16T05:00:00Z,10/24/2023,17,1,4
4278,RIO SALADO OESTE ECOSYSTEM RESTORATION PROJECT,507954,NA,NA,no,Los Angeles District(SPL),SPL,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,4,General Re-evaluation,33.40789,-112.15149,4,Planning,1,2023-07-03T05:00:00Z,2024-01-25T05:00:00Z,10/24/2023,33,1,6
4279,TEST Wild Rice Habitat Redevelopment,999999,NA,999999,no,St. Paul District(MVP),MVP,5,Environmental,env,122,Environmental (ENV),NA,NA,44.37372,-91.99724,20,Planning,500,2023-10-24T05:00:00Z,2023-10-27T05:00:00Z,10/24/2023,11,5,122
4280,Reedy Middle Fork Water Extension Project,515576,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.53571,-81.25296999999999,4,Planning,14500,2023-08-30T05:00:00Z,2024-05-01T05:00:00Z,10/26/2023,4,1,117
4281,Brandywine Creek Ecosystem Restoration,470786,NA,NA,yes,Philadelphia District(NAP),NAP,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,39.76848,-75.56233999999999,1,CAP Feasibility,1700000,2024-02-05T05:00:00Z,2026-02-05T05:00:00Z,10/27/2023,18,1,6
4291,"City of League City, TX",479841,NA,NA,yes,Galveston District(SWG),SWG,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,29.51897,-95.098,1,CAP Feasibility,1213000,2024-01-16T05:00:00Z,2025-07-08T05:00:00Z,11/6/2023,36,1,1
4292,Sacramento River Bank Protection Project,510868,NA,NA,no,Sacramento District(SPK),SPK,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,38.562259999999995,-121.51943,5,Pre-Construction Engineering and Design (PED),2600000,2023-10-02T05:00:00Z,2025-10-31T05:00:00Z,11/6/2023,32,1,1
4293,Whippany River,503763,NA,503763,no,New York District(NAN),NAN,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,40.795100000000005,-74.48765,4,Planning,3000000,2023-09-21T05:00:00Z,2026-09-18T05:00:00Z,3/29/2024 8:35 PM,16,1,1
4311,"NESP Lock and Dam 25 New 1,200 ft Lock",508104,NA,010315,no,Rock Island District(MVR),MVR,1,Civil Works,cw,16,Inland Navigation,NA,NA,39.002469999999995,-90.6926,5,Pre-Construction Engineering and Design (PED),125000000,2022-04-04T05:00:00Z,2026-06-26T05:00:00Z,11/14/2023,12,1,16
4312,Broomstraw Road Waterline Extension Project Section 340,514520,NA,014183,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,37.704609999999995,-80.97310999999999,4,Planning,15000,2023-06-26T05:00:00Z,2024-05-08T05:00:00Z,11/14/2023,4,1,117
4313,Augustine FPMS,488340,NA,NA,no,Los Angeles District(SPL),SPL,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,33.64964,-116.19192,4,Planning,185000,2023-01-01T05:00:00Z,2024-09-01T05:00:00Z,11/15/2023,33,1,1
4314,"Waccamaw River, SC (FRM)",493919,NA,NA,no,Charleston District(SAC),SAC,1,Civil Works,cw,1,Inland Flood Risk Management,1,General Investigations Feasibility,33.836,79.04780000000001,4,Planning,3900000,2022-08-19T05:00:00Z,2026-08-19T05:00:00Z,11/16/2023,26,1,1
4331,LaGrange New 1200-Foot Lock,505374,NA,NA,no,Rock Island District(MVR),MVR,1,Civil Works,cw,16,Inland Navigation,NA,NA,39.95536,-90.52507,5,Pre-Construction Engineering and Design (PED),70000000,2022-10-01T05:00:00Z,2026-10-01T05:00:00Z,11/20/2023,12,1,16
4332,"ESPANOLA VALLEY, NM RIO GRANDE AND TRIBUTARIES ECOSYSTEM RESTORATION",480163,NA,NA,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,10,Other,36.04147,-106.08742,5,Pre-Construction Engineering and Design (PED),6000000,2022-11-09T05:00:00Z,2026-12-31T05:00:00Z,11/20/2023,31,1,117
4351,"Little Wood River, Gooding, Idaho",153050,NA,NA,yes,Walla Walla District(NWW),NWW,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,42.5619,-114.4247,2,CAP Design and Construction,37500000,2024-03-28T05:00:00Z,2027-12-31T05:00:00Z,6/7/2024,23,1,1
4352,LRD Quality Objectives,NA,NA,NA,no,Detroit District(LRE),LRE,1,Civil Works,cw,116,Multi Objective,10,Other,42.33,-83.045,6,Construction,1,2021-03-01T05:00:00Z,2024-03-01T05:00:00Z,11/24/2023,3,1,116
4371,Grand Isle and Vicinity Beach Erosion and Hurricane Protection,505123,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,4,Coastal Storm Risk Management,4,General Re-evaluation,29.22638,-89.98901,4,Planning,3200000,2023-02-03T05:00:00Z,2026-02-03T05:00:00Z,11/28/2023,10,1,4
4372,"San Joaquin River Basin, Lower San Joaquin River, California",475448,NA,NA,no,Sacramento District(SPK),SPK,1,Civil Works,cw,1,Inland Flood Risk Management,NA,NA,37.956219999999995,-121.29335,5,Pre-Construction Engineering and Design (PED),1,2018-06-15T05:00:00Z,2035-06-26T05:00:00Z,12/1/2023,32,1,1
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,501503,NA,NA,no,New Orleans District(MVN),MVN,1,Civil Works,cw,4,Coastal Storm Risk Management,1,General Investigations Feasibility,29.697000000000003,-90.09922,4,Planning,3200000,2023-08-31T05:00:00Z,2026-08-31T05:00:00Z,11/29/2023,10,1,4
4374,Test primary,NA,NA,158000,yes,Albuquerque District(SPA),SPA,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,2,CAP Decision Document,44.36052,-122.84845,1,CAP Feasibility,598000,2022-11-01T05:00:00Z,2023-10-04T05:00:00Z,11/29/2023,31,1,6
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,485386,NA,NA,no,Mobile District(SAM),SAM,1,Civil Works,cw,16,Inland Navigation,1,General Investigations Feasibility,33.255919999999996,-87.1875,4,Planning,11000000,2022-06-13T05:00:00Z,2028-05-15T05:00:00Z,11/29/2023,28,1,16
4391,"Middle Rio Grande Flood Protection Project, Bernalillo to Belen, Mountain View Unit",503613,NA,NA,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,4,General Re-evaluation,34.969809999999995,-106.68892,5,Pre-Construction Engineering and Design (PED),1,2023-06-13T05:00:00Z,2025-12-31T05:00:00Z,12/4/2023,31,1,117
4411,Meldahl Locks and Dam - Main lock chamber concrete sill repair,114220,NA,114220,no,Huntington District(LRH),LRH,1,Civil Works,cw,16,Inland Navigation,NA,NA,38.797963,-84.16848499999999,7,Operations and Maintenance,1,NA,NA,12/11/2023,4,1,16
4412,Boyd County Economic Development Site Sewer Project,510614,NA,075523,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,10,Other,38.3734,-82.7082,4,Planning,15000,2023-01-30T05:00:00Z,2024-04-24T05:00:00Z,12/11/2023,4,1,117
4413,New Orleans to Venice NOV10a,504469,NA,504469,no,Memphis District(MVM),MVM,1,Civil Works,cw,4,Coastal Storm Risk Management,NA,NA,29.48249,-89.69821999999999,5,Pre-Construction Engineering and Design (PED),1500000,2024-01-02T05:00:00Z,2025-08-01T05:00:00Z,12/11/2023,9,1,4
4414,CAP 206 Polk Swamp Dorchester County SC,402953,NA,NA,yes,Charleston District(SAC),SAC,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,NA,NA,33.16515,-80.59313,2,CAP Design and Construction,2000000,2023-02-15T05:00:00Z,2027-09-30T05:00:00Z,12/11/2023,26,1,6
4415,Boyd County Economic Development Site Water Project,515999,NA,075523,no,Huntington District(LRH),LRH,1,Civil Works,cw,117,Other,NA,NA,38.3734,-82.7082,4,Planning,15000,2023-01-30T05:00:00Z,2024-05-16T05:00:00Z,12/11/2023,4,1,117
4416,Sny Magill Effigy Mounds- NESP Ecosystem Project,511124,NA,NA,no,St. Paul District(MVP),MVP,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,42.941469999999995,-91.16558,4,Planning,1,2023-03-29T05:00:00Z,2024-08-31T05:00:00Z,12/11/2023,11,1,6
4417,Greenup Locks and Dam MRER,114217,NA,NA,no,Huntington District(LRH),LRH,1,Civil Works,cw,16,Inland Navigation,10,Other,38.647,-82.85867999999999,4,Planning,3000000,2020-10-01T05:00:00Z,2025-12-22T05:00:00Z,12/11/2023,4,1,16
4431,Rock Cut Lower Dam Overhaul,511596,NA,NA,no,Detroit District(LRE),LRE,1,Civil Works,cw,2,Deep Draft Navigation,NA,NA,46.26456,-84.19120000000001,5,Pre-Construction Engineering and Design (PED),274000,2023-09-21T05:00:00Z,2025-12-08T05:00:00Z,12/14/2023,3,1,2
4451,FY26 Child Development Center,509509,NA,NA,no,Tulsa District(SWT),SWT,2,Military Program,mp,118,Major Construction,NA,NA,35.40724,-97.39037,9,Design,2500000,2023-10-02T05:00:00Z,2024-10-01T05:00:00Z,12/16/2023,38,2,118
4471,Abiquiu Conduit Air Vents Repairs,503211,NA,NA,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,10,Other,35.03,-105.29297,7,Operations and Maintenance,520000,NA,NA,12/18/2023,31,1,117
4491,Illinois Waterway Dredged Material Management Plan,462086,NA,NA,no,Rock Island District(MVR),MVR,1,Civil Works,cw,16,Inland Navigation,10,Other,40.704229999999995,-89.56617,4,Planning,450000,2023-10-01T05:00:00Z,2025-09-30T05:00:00Z,12/19/2023,12,1,16
4511,"Liverpool Flowing Side Channel, Navigation Ecosystem Sustainability Program",515735,NA,NA,no,Rock Island District(MVR),MVR,1,Civil Works,cw,6,Aquatic Ecosystem Restoration,10,Other,40.37741,-90.01562,4,Planning,550000,2024-01-06T05:00:00Z,2025-08-31T05:00:00Z,12/20/2023,12,1,6
4531,"Disposition Study Optima Lake, Oklahoma",498532,NA,NA,no,Tulsa District(SWT),SWT,1,Civil Works,cw,1,Inland Flood Risk Management,10,Other,36.65658,-101.13756,7,Operations and Maintenance,50000,2023-01-01T05:00:00Z,2024-12-31T05:00:00Z,1/12/2024,38,1,1
4532,"Disposition Study Estelline Springs Experimental Project, Texas",511714,NA,NA,no,Tulsa District(SWT),SWT,1,Civil Works,cw,117,Other,10,Other,34.54785,-100.42105,7,Operations and Maintenance,50000,2023-01-01T05:00:00Z,2024-12-31T05:00:00Z,1/12/2024,38,1,117
4551,La Joya Phase V,517062,NA,014095,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,10,Other,34.370334,-106.837974,5,Pre-Construction Engineering and Design (PED),250000,2020-09-30T05:00:00Z,2024-03-31T05:00:00Z,1/2/2024,31,1,117
4552,Turley-Manzanarez,479900,NA,014095,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,10,Other,36.759394,-107.745769,5,Pre-Construction Engineering and Design (PED),250000,2021-09-01T05:00:00Z,2024-03-31T05:00:00Z,1/2/2024,31,1,117
4553,Rio Chama Acequia Association: Chamita Diversion,513595,NA,014095,no,Albuquerque District(SPA),SPA,1,Civil Works,cw,117,Other,10,Other,36.084281,-106.125692,5,Pre-Construction Engineering and Design (PED),250000,2023-10-16T05:00:00Z,2025-03-31T05:00:00Z,1/2/2024,31,1,117
4571,S205 Merizo FRM,484634,NA,NA,yes,Honolulu District(POH),POH,1,Civil Works,cw,1,Inland Flood Risk Management,2,CAP Decision Document,13.25685,-215.31114,1,CAP Feasibility,1507000,2023-08-19T05:00:00Z,2025-08-29T05:00:00Z,1/5/2024,25,1,1
